KOTHARI PRODUCTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 78.74 , 348.72 ," 1,350.37 "," 3,303.34 "," 3,953.18 "," 4,302.65 "," 4,648.16 "," 4,644.88 "," 4,351.58 "," 4,228.56 "," 3,538.66 "," 4,109.02 "," 4,118.70 "
Expenses, 83.40 , 348.04 ," 1,305.26 "," 3,217.02 "," 3,836.19 "," 4,222.87 "," 4,556.75 "," 4,524.88 "," 4,234.88 "," 4,163.65 "," 3,524.07 "," 4,015.31 "," 4,101.72 "
Operating Profit, (4.66), 0.68 , 45.11 , 86.32 , 116.99 , 79.78 , 91.41 , 120.00 , 116.70 , 64.91 , 14.59 , 93.71 , 16.98 
Other Income, 17.89 , 84.00 , 39.28 , 16.15 , 8.57 , 22.97 , 17.74 , 13.71 , 28.71 , 13.81 , 5.91 , -   , -   
Depreciation, 1.60 , 1.21 , 0.83 , 0.85 , 1.50 , 1.20 , 1.66 , 1.69 , 1.59 , 2.00 , 2.14 , 2.14 , 2.14 
Interest, 0.52 , 1.89 , 10.46 , 25.18 , 32.80 , 37.90 , 34.12 , 48.19 , 48.32 , 26.22 , 32.69 , 32.69 , 32.69 
Profit before tax, 11.11 , 81.58 , 73.10 , 76.44 , 91.26 , 63.65 , 73.37 , 83.83 , 95.50 , 50.50 , (14.33), 58.88 , (17.85)
Tax, (0.63), 14.74 , 11.49 , 23.79 , 32.19 , 21.36 , 24.06 , 28.42 , 30.99 , 6.36 , (17.20),0%,0%
Net profit, 11.74 , 66.84 , 61.61 , 52.65 , 59.07 , 42.29 , 49.31 , 55.41 , 64.51 , 44.14 , 2.87 , 58.88 , (17.85)
EPS, 5.90 , 33.59 , 30.97 , 26.46 , 29.69 , 21.26 , 24.78 , 18.57 , 21.62 , 14.79 , 0.96 , 19.73 , (5.98)
Price to earning, 6.94 , 2.81 , 3.01 , 3.52 , 2.61 , 6.97 , 5.78 , 9.03 , 9.28 , 10.89 , 86.26 , 86.26 , 13.37 
Price, 40.97 , 94.37 , 93.25 , 93.05 , 77.59 , 148.16 , 143.20 , 167.73 , 200.69 , 161.13 , 82.95 ," 1,701.78 ", (79.98)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,56.47%,19.84%,23.68%,18.90%,22.45%,9.41%,24.21%,16.15%,13.87%,10.15%,,,
OPM,0.00%,0.19%,3.34%,2.61%,2.96%,1.85%,1.97%,2.58%,2.68%,1.54%,0.41%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,55.68%,17.71%,1.36%,-3.10%,-2.83%,-2.83%,-3.10%
,,,,,,OPM,2.31%,2.30%,2.13%,2.28%,0.41%,2.28%,0.41%
,,,,,,Price to Earning, 13.37 , 16.79 , 21.37 , 28.87 , 86.26 , 86.26 , 13.37 
