IIFL HOLDINGS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 56.68 , 57.04 , 57.28 , 57.80 , 59.05 , 59.24 , 62.05 , 63.31 , 63.58 , 63.80 
Reserves, 980.13 ," 1,050.67 "," 1,031.36 "," 1,219.48 "," 1,250.98 "," 1,264.22 "," 1,338.02 "," 1,412.58 "," 1,435.91 "," 1,391.77 "
Borrowings, 1.81 , 497.75 , 465.56 , 16.80 , -   , -   , 50.00 , 50.00 , 50.00 , -   
Other Liabilities, 712.69 ," 1,033.43 ", 948.54 , 951.18 , 752.69 , 1.59 , 19.08 , 14.49 , 21.73 , 17.07 
Total," 1,751.31 "," 2,638.89 "," 2,502.74 "," 2,245.26 "," 2,062.72 "," 1,325.05 "," 1,469.15 "," 1,540.38 "," 1,571.22 "," 1,472.64 "
,,,,,,,,,,
Net Block, 98.74 , 48.20 , 39.09 , 26.11 , 14.80 , 0.93 , 0.93 , 0.92 , 2.06 , 2.31 
Capital Work in Progress, 4.51 , 1.75 , 0.92 , 0.11 , 0.43 , -   , -   , 1.61 , -   , -   
Investments, 869.31 ," 1,104.22 "," 1,000.09 "," 1,209.25 "," 1,292.02 "," 1,266.21 "," 1,378.30 "," 1,417.35 "," 1,521.84 "," 1,409.05 "
Other Assets, 778.75 ," 1,484.72 "," 1,462.64 "," 1,009.79 ", 755.47 , 57.91 , 89.92 , 120.50 , 47.32 , 61.28 
Total," 1,751.31 "," 2,638.89 "," 2,502.74 "," 2,245.26 "," 2,062.72 "," 1,325.05 "," 1,469.15 "," 1,540.38 "," 1,571.22 "," 1,472.64 "
,,,,,,,,,,
Working Capital, 66.06 , 451.29 , 514.10 , 58.61 , 2.78 , 56.32 , 70.84 , 106.01 , 25.59 , 44.21 
Debtors, 103.53 , 577.50 , 423.46 , 252.90 , 165.69 , -   , 3.28 , 5.24 , 1.09 , 2.30 
Inventory, 0.56 , 53.76 , 53.22 , 39.54 , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 76.80 , 301.90 , 193.38 , 147.89 , 110.05 , -   , 10.88 , 9.05 , 2.78 , 5.29 
Inventory Turnover, 878.68 , 12.99 , 15.02 , 15.79 , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,10%,14%,11%,5%,7%,7%,7%,12%,10%,14%
Return on Capital Emp,,19%,17%,8%,10%,6%,8%,13%,10%,14%
,,,,,,,,,,
