IMPEX FERRO TECH LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 25.00 , 49.97 , 49.97 , 67.47 , 67.47 , 81.60 , 81.60 , 87.93 , 87.93 , 87.93 
Reserves, 36.57 , 58.60 , 65.40 , 86.10 , 90.06 , 49.24 , (13.24), (88.27), (196.98), (265.43)
Borrowings, 177.45 , 202.80 , 209.96 , 207.88 , 217.27 , 250.81 , 334.68 , 359.90 , 322.78 , 317.01 
Other Liabilities, 186.34 , 185.68 , 189.74 , 203.46 , 227.65 , 218.13 , 191.39 , 169.60 , 147.44 , 85.80 
Total, 425.36 , 497.05 , 515.07 , 564.91 , 602.45 , 599.78 , 594.43 , 529.16 , 361.17 , 225.31 
,,,,,,,,,,
Net Block, 46.01 , 43.40 , 42.85 , 204.79 , 203.72 , 194.91 , 185.35 , 179.13 , 173.64 , 169.84 
Capital Work in Progress, 43.30 , 91.26 , 134.89 , 4.36 , 0.54 , 0.43 , 0.43 , -   , -   , -   
Investments, -   , -   , -   , -   , -   , -   , 0.05 , -   , -   , -   
Other Assets, 336.05 , 362.39 , 337.33 , 355.76 , 398.19 , 404.44 , 408.60 , 350.03 , 187.53 , 55.47 
Total, 425.36 , 497.05 , 515.07 , 564.91 , 602.45 , 599.78 , 594.43 , 529.16 , 361.17 , 225.31 
,,,,,,,,,,
Working Capital, 149.71 , 176.71 , 147.59 , 152.30 , 170.54 , 186.31 , 217.21 , 180.43 , 40.09 , (30.33)
Debtors, 116.83 , 70.31 , 126.71 , 129.38 , 146.48 , 193.16 , 234.68 , 221.06 , 92.82 , 5.15 
Inventory, 142.66 , 165.28 , 153.76 , 168.07 , 157.51 , 125.61 , 120.28 , 82.47 , 63.45 , 38.55 
,,,,,,,,,,
Debtor Days, 114.28 , 46.74 , 76.73 , 89.74 , 83.35 , 101.05 , 169.43 , 296.74 , 279.26 , 14.55 
Inventory Turnover, 2.62 , 3.32 , 3.92 , 3.13 , 4.07 , 5.55 , 4.20 , 3.30 , 1.91 , 3.35 
,,,,,,,,,,
Return on Equity,6%,5%,6%,2%,3%,-42%,-90%,,,
Return on Capital Emp,,10%,9%,9%,11%,-8%,-8%,-12%,-30%,-35%
,,,,,,,,,,
