INDRAPRASTHA MEDICAL CORPORATION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 91.67 , 91.67 , 91.67 , 91.67 , 91.67 , 91.67 , 91.67 , 91.67 , 91.67 , 91.67 
Reserves, 30.13 , 44.03 , 57.65 , 67.60 , 79.32 , 95.45 , 103.09 , 132.08 , 139.15 , 140.64 
Borrowings, 49.27 , 29.29 , 75.02 , 67.29 , 73.38 , 62.81 , 50.41 , 52.17 , 67.31 , 65.56 
Other Liabilities, 113.19 , 138.77 , 135.68 , 177.33 , 196.65 , 200.62 , 199.06 , 190.02 , 169.25 , 148.48 
Total, 284.26 , 303.76 , 360.02 , 403.89 , 441.02 , 450.55 , 444.23 , 465.94 , 467.38 , 446.35 
,,,,,,,,,,
Net Block, 195.32 , 205.87 , 225.79 , 234.16 , 299.85 , 293.04 , 286.20 , 301.03 , 295.73 , 293.96 
Capital Work in Progress, 6.03 , 3.67 , 33.98 , 41.65 , 0.46 , 1.65 , 2.54 , 2.60 , -   , -   
Investments, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Assets, 82.91 , 94.22 , 100.25 , 128.08 , 140.71 , 155.86 , 155.49 , 162.31 , 171.65 , 152.39 
Total, 284.26 , 303.76 , 360.02 , 403.89 , 441.02 , 450.55 , 444.23 , 465.94 , 467.38 , 446.35 
,,,,,,,,,,
Working Capital, (30.28), (44.55), (35.43), (49.25), (55.94), (44.76), (43.57), (27.71), 2.40 , 3.91 
Debtors, 28.57 , 28.28 , 32.47 , 32.43 , 52.51 , 64.36 , 77.75 , 84.78 , 98.31 , 87.46 
Inventory, 9.08 , 9.60 , 9.72 , 10.32 , 11.68 , 12.37 , 12.47 , 9.55 , 9.95 , 9.12 
,,,,,,,,,,
Debtor Days, 26.66 , 24.32 , 27.22 , 22.69 , 31.59 , 34.67 , 39.72 , 40.96 , 46.86 , 42.66 
Inventory Turnover, 43.08 , 44.21 , 44.80 , 50.55 , 51.95 , 54.78 , 57.29 , 79.10 , 76.96 , 82.06 
,,,,,,,,,,
Return on Equity,20%,23%,21%,17%,17%,19%,17%,11%,11%,9%
Return on Capital Emp,,30%,25%,20%,23%,26%,23%,18%,17%,14%
,,,,,,,,,,
