ECLERX SERVICES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 18.93 , 19.03 , 28.85 , 29.06 , 29.88 , 30.18 , 30.35 , 40.79 , 39.78 , 38.63 
Reserves, 146.22 , 180.25 , 204.98 , 306.07 , 380.87 , 508.25 , 616.24 , 927.76 ," 1,059.31 "," 1,056.52 "
Borrowings, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 47.95 , 47.81 , 115.75 , 116.31 , 148.29 , 188.95 , 225.47 , 120.30 , 167.73 , 202.51 
Total, 213.10 , 247.09 , 349.58 , 451.44 , 559.04 , 727.38 , 872.06 ," 1,088.85 "," 1,266.82 "," 1,297.66 "
,,,,,,,,,,
Net Block, 19.80 , 19.03 , 29.55 , 42.71 , 45.25 , 42.77 , 65.26 , 76.72 , 58.40 , 46.83 
Capital Work in Progress, 0.02 , 2.21 , 6.53 , 4.50 , 0.32 , 1.08 , 1.15 , -   , 1.12 , -   
Investments, 98.47 , 90.86 , 28.58 , 100.64 , 161.74 , 212.06 , 247.44 , 461.79 , 484.94 , 402.76 
Other Assets, 94.81 , 134.99 , 284.92 , 303.59 , 351.73 , 471.47 , 558.21 , 550.34 , 722.36 , 848.07 
Total, 213.10 , 247.09 , 349.58 , 451.44 , 559.04 , 727.38 , 872.06 ," 1,088.85 "," 1,266.82 "," 1,297.66 "
,,,,,,,,,,
Working Capital, 46.86 , 87.18 , 169.17 , 187.28 , 203.44 , 282.52 , 332.74 , 430.04 , 554.63 , 645.56 
Debtors, 45.06 , 39.23 , 65.94 , 42.11 , 56.49 , 81.88 , 114.03 , 148.53 , 169.65 , 169.82 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 83.45 , 55.71 , 70.39 , 32.53 , 36.12 , 41.89 , 50.86 , 49.02 , 53.29 , 54.18 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,37%,36%,51%,47%,38%,46%,33%,30%,30%,25%
Return on Capital Emp,,45%,62%,69%,51%,65%,46%,48%,39%,33%
,,,,,,,,,,
