DR LAL PATHLABS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 3.29 , 3.53 , 3.39 , 3.35 , 3.36 , 53.68 , 54.63 , 82.68 , 83.07 , 83.33 
Reserves, 75.63 , 91.47 , 87.55 , 107.01 , 146.83 , 135.49 , 237.97 , 395.84 , 503.37 , 696.13 
Borrowings, 0.26 , 1.08 , 19.17 , -   , -   , 0.01 , -   , -   , -   , -   
Other Liabilities, 27.54 , 45.76 , 54.87 , 60.54 , 102.60 , 142.92 , 157.59 , 114.28 , 91.44 , 121.27 
Total, 106.72 , 141.84 , 164.98 , 170.90 , 252.79 , 332.10 , 450.19 , 592.80 , 677.88 , 900.73 
,,,,,,,,,,
Net Block, 27.75 , 30.69 , 86.62 , 83.88 , 91.01 , 113.78 , 119.02 , 129.78 , 120.99 , 172.53 
Capital Work in Progress, 9.08 , 27.44 , 0.03 , 6.22 , 0.52 , 0.17 , 0.95 , 4.09 , 17.20 , 9.36 
Investments, 34.47 , 10.82 , 18.92 , 22.68 , 80.27 , 20.03 , 49.36 , 74.18 , 134.28 , 176.98 
Other Assets, 35.42 , 72.89 , 59.41 , 58.12 , 80.99 , 198.12 , 280.86 , 384.75 , 405.41 , 541.86 
Total, 106.72 , 141.84 , 164.98 , 170.90 , 252.79 , 332.10 , 450.19 , 592.80 , 677.88 , 900.73 
,,,,,,,,,,
Working Capital, 7.88 , 27.13 , 4.54 , (2.42), (21.61), 55.20 , 123.27 , 270.47 , 313.97 , 420.59 
Debtors, 6.43 , 7.14 , 9.67 , 13.98 , 19.28 , 23.94 , 29.45 , 34.86 , 40.26 , 40.18 
Inventory, 5.79 , 5.85 , 7.22 , 5.61 , 7.89 , 11.02 , 13.70 , 14.08 , 17.14 , 26.65 
,,,,,,,,,,
Debtor Days, 19.09 , 15.61 , 15.71 , 15.99 , 16.71 , 16.16 , 16.89 , 16.62 , 16.66 , 14.32 
Inventory Turnover, 21.24 , 28.55 , 31.12 , 56.89 , 53.38 , 49.07 , 46.47 , 54.36 , 51.45 , 38.43 
,,,,,,,,,,
Return on Equity,16%,27%,31%,37%,33%,39%,31%,26%,26%,22%
Return on Capital Emp,,43%,42%,57%,55%,66%,56%,50%,44%,38%
,,,,,,,,,,
