DCM LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 17.38 , 17.38 , 17.38 , 17.38 , 17.38 , 17.38 , 17.38 , 17.38 , 18.67 , 18.67 
Reserves, 54.69 , 120.39 , 141.10 , 142.20 , 165.83 , 195.94 , 201.24 , 218.98 , 208.71 , 173.64 
Borrowings, 192.91 , 183.01 , 262.38 , 159.18 , 155.62 , 222.91 , 234.38 , 349.15 , 360.61 , 289.14 
Other Liabilities, 155.58 , 126.85 , 105.86 , 88.60 , 78.63 , 67.44 , 62.54 , 91.52 , 93.91 , 161.56 
Total, 420.56 , 447.63 , 526.72 , 407.36 , 417.46 , 503.67 , 515.54 , 677.03 , 681.90 , 643.01 
,,,,,,,,,,
Net Block, 74.88 , 69.49 , 76.88 , 72.42 , 71.15 , 80.08 , 163.93 , 263.18 , 231.61 , 196.80 
Capital Work in Progress, 4.70 , 11.24 , 0.49 , 0.02 , 0.59 , 62.55 , 0.04 , 0.38 , 0.95 , 2.06 
Investments, 65.83 , 68.03 , 70.20 , 70.20 , 70.25 , 75.68 , 75.66 , 33.61 , 33.39 , 33.48 
Other Assets, 275.15 , 298.87 , 379.15 , 264.72 , 275.47 , 285.36 , 275.91 , 379.86 , 415.95 , 410.67 
Total, 420.56 , 447.63 , 526.72 , 407.36 , 417.46 , 503.67 , 515.54 , 677.03 , 681.90 , 643.01 
,,,,,,,,,,
Working Capital, 119.57 , 172.02 , 273.29 , 176.12 , 196.84 , 217.92 , 213.37 , 288.34 , 322.04 , 249.11 
Debtors, 176.86 , 131.69 , 127.60 , 83.88 , 74.90 , 73.20 , 105.64 , 130.40 , 106.25 , 118.41 
Inventory, 53.21 , 89.71 , 164.09 , 78.65 , 92.34 , 101.54 , 83.37 , 151.45 , 201.06 , 211.25 
,,,,,,,,,,
Debtor Days, 302.83 , 202.50 , 149.60 , 88.15 , 70.79 , 56.98 , 66.89 , 52.91 , 40.80 , 45.05 
Inventory Turnover, 4.01 , 2.65 , 1.90 , 4.42 , 4.18 , 4.62 , 6.91 , 5.94 , 4.73 , 4.54 
,,,,,,,,,,
Return on Equity,8%,48%,16%,3%,16%,17%,6%,1%,-1%,-18%
Return on Capital Emp,,23%,14%,7%,17%,18%,7%,6%,5%,-2%
,,,,,,,,,,
