BAYER CROPSCIENCE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 39.50 , 39.50 , 39.50 , 39.50 , 39.50 , 36.60 , 36.60 , 35.40 , 35.40 , 34.30 
Reserves, 411.46 , 520.29 , 633.50 , 753.20 ," 1,891.80 "," 1,705.70 "," 1,996.30 "," 1,804.00 "," 2,021.30 "," 1,744.00 "
Borrowings, 42.70 , 113.97 , 108.50 , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 456.85 , 409.39 , 792.40 ," 1,060.00 ", 506.80 , 659.80 , 755.80 , 621.40 , 772.00 , 757.20 
Total, 950.51 ," 1,083.15 "," 1,573.90 "," 1,852.70 "," 2,438.10 "," 2,402.10 "," 2,788.70 "," 2,460.80 "," 2,828.70 "," 2,535.50 "
,,,,,,,,,,
Net Block, 259.50 , 292.11 , 347.60 , 247.80 , 218.60 , 227.80 , 321.80 , 290.30 , 342.00 , 334.40 
Capital Work in Progress, 10.58 , 28.73 , 6.10 , 8.80 , 127.10 , 216.80 , 0.60 , 16.90 , 24.10 , 36.10 
Investments, 10.21 , 62.82 , 3.60 , 3.60 , 3.70 , 3.70 , 28.80 , 67.60 , 49.70 , -   
Other Assets, 670.22 , 699.49 ," 1,216.60 "," 1,592.50 "," 2,088.70 "," 1,953.80 "," 2,437.50 "," 2,086.00 "," 2,412.90 "," 2,165.00 "
Total, 950.51 ," 1,083.15 "," 1,573.90 "," 1,852.70 "," 2,438.10 "," 2,402.10 "," 2,788.70 "," 2,460.80 "," 2,828.70 "," 2,535.50 "
,,,,,,,,,,
Working Capital, 213.37 , 290.10 , 424.20 , 532.50 ," 1,581.90 "," 1,294.00 "," 1,681.70 "," 1,464.60 "," 1,640.90 "," 1,407.80 "
Debtors, 199.58 , 197.60 , 281.40 , 256.20 , 322.40 , 409.90 , 571.10 , 405.00 , 556.50 , 658.80 
Inventory, 323.68 , 348.00 , 437.40 , 499.50 , 500.00 , 549.50 , 564.70 , 664.60 , 768.10 , 739.90 
,,,,,,,,,,
Debtor Days, 53.51 , 45.34 , 48.99 , 41.87 , 43.87 , 46.94 , 56.95 , 53.39 , 72.47 , 88.73 
Inventory Turnover, 4.21 , 4.57 , 4.79 , 4.47 , 5.36 , 5.80 , 6.48 , 4.17 , 3.65 , 3.66 
,,,,,,,,,,
Return on Equity,21%,23%,20%,18%,60%,17%,19%,17%,14%,17%
Return on Capital Emp,,36%,28%,26%,115%,24%,31%,25%,23%,22%
,,,,,,,,,,
