IL&FS INVESTMENT MANAGERS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 39.79 , 40.61 , 41.13 , 41.66 , 41.78 , 62.72 , 62.81 , 62.81 , 62.81 , 62.81 
Reserves, 22.77 , 32.08 , 37.40 , 45.51 , 52.20 , 40.49 , 51.94 , 61.08 , 85.05 , 69.49 
Borrowings, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 54.23 , 57.55 , 56.04 , 55.56 , 54.37 , 66.09 , 61.19 , 55.80 , 12.48 , 11.31 
Total, 116.79 , 130.24 , 134.57 , 142.73 , 148.35 , 169.30 , 175.94 , 179.69 , 160.34 , 143.61 
,,,,,,,,,,
Net Block, 0.79 , 1.69 , 1.32 , 0.93 , 0.62 , 0.71 , 0.73 , 1.34 , 0.91 , 0.61 
Capital Work in Progress, -   , -   , -   , -   , 0.08 , -   , -   , -   , -   , -   
Investments, 40.35 , 35.38 , 22.01 , 34.44 , 50.35 , 68.98 , 131.14 , 138.69 , 125.55 , 104.11 
Other Assets, 75.65 , 93.17 , 111.24 , 107.36 , 97.30 , 99.61 , 44.07 , 39.66 , 33.88 , 38.89 
Total, 116.79 , 130.24 , 134.57 , 142.73 , 148.35 , 169.30 , 175.94 , 179.69 , 160.34 , 143.61 
,,,,,,,,,,
Working Capital, 21.42 , 35.62 , 55.20 , 51.80 , 42.93 , 33.52 , (17.12), (16.14), 21.40 , 27.58 
Debtors, 16.33 , 15.87 , 37.62 , 36.67 , 37.58 , 60.01 , 21.56 , 8.02 , 10.01 , 16.03 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 61.43 , 64.13 , 150.17 , 130.43 , 135.70 , 190.27 , 72.92 , 27.42 , 53.51 , 107.93 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,59%,54%,48%,47%,45%,52%,49%,40%,16%,3%
Return on Capital Emp,,87%,73%,69%,68%,77%,70%,54%,21%,7%
,,,,,,,,,,
