GALLANTT ISPAT LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 3.11 , 122.57 , 227.63 , 267.96 , 411.00 , 473.28 , 560.74 , 534.76 , 424.71 , 575.45 ," 1,229.27 "," 1,229.27 ", 586.11 
Expenses, 4.21 , 119.67 , 228.19 , 245.42 , 380.34 , 424.01 , 508.65 , 482.43 , 372.77 , 483.22 ," 1,041.21 "," 1,041.21 ", 528.50 
Operating Profit, (1.10), 2.90 , (0.56), 22.54 , 30.66 , 49.27 , 52.09 , 52.33 , 51.94 , 92.23 , 188.06 , 188.06 , 57.61 
Other Income, 0.02 , 3.01 , 20.60 , 17.99 , 22.08 , 0.26 , 2.29 , 0.17 , 10.57 , 1.53 , 13.83 , -   , -   
Depreciation, 0.30 , 3.83 , 5.54 , 13.74 , 16.64 , 16.94 , 14.60 , 13.91 , 13.69 , 18.37 , 25.90 , 25.90 , 25.90 
Interest, 1.03 , 2.01 , 6.25 , 17.33 , 20.94 , 15.41 , 9.61 , 7.62 , 4.24 , 8.57 , 9.68 , 9.68 , 9.68 
Profit before tax, 0.24 , 0.07 , 8.25 , 9.46 , 15.16 , 17.19 , 30.18 , 30.98 , 44.59 , 66.82 , 166.31 , 152.48 , 22.03 
Tax, 0.36 , 4.57 , 5.09 , 3.57 , 3.43 , 2.21 , 3.07 , 2.40 , 1.24 , 13.20 , 36.08 ,22%,22%
Net profit, (0.12), (4.50), 3.16 , 5.89 , 11.73 , 14.98 , 27.11 , 28.59 , 43.34 , 53.62 , 130.22 , 119.40 , 17.25 
EPS, (0.01), (0.24), 0.12 , 0.22 , 0.44 , 0.51 , 0.93 , 1.01 , 1.53 , 1.90 , 4.61 , 4.23 , 0.61 
Price to earning,  ,  , 74.14 , 19.64 , 16.44 , 59.34 , 43.70 , 58.30 , 17.54 , 15.83 , 9.09 , 25.19 , 9.09 
Price, -   , -   , 8.75 , 4.32 , 7.20 , 30.37 , 40.48 , 59.03 , 26.92 , 30.07 , 41.90 , 106.51 , 5.55 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,42.41%,22.75%,11.42%,9.75%,10.81%,9.86%,3.25%,2.63%,,,
OPM,0.00%,2.37%,0.00%,8.41%,7.46%,10.41%,9.29%,9.79%,12.23%,16.03%,15.30%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,78.61%,14.17%,6.96%,0.87%,113.62%,113.62%,0.87%
,,,,,,OPM,9.83%,10.81%,11.59%,12.80%,15.30%,15.30%,9.83%
,,,,,,Price to Earning, 34.89 , 29.98 , 33.96 , 25.19 , 9.09 , 25.19 , 9.09 
