LUMAX INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 520.94 , 631.71 , 862.36 , 980.22 ," 1,063.22 "," 1,109.81 "," 1,136.29 "," 1,252.22 "," 1,270.92 "," 1,649.93 "," 1,878.49 "," 2,141.97 "," 1,822.50 "
Expenses, 499.29 , 587.94 , 800.93 , 934.35 ," 1,002.10 "," 1,058.73 "," 1,076.98 "," 1,163.68 "," 1,170.01 "," 1,514.83 "," 1,725.33 "," 1,967.32 "," 1,706.17 "
Operating Profit, 21.65 , 43.77 , 61.43 , 45.87 , 61.12 , 51.08 , 59.31 , 88.54 , 100.91 , 135.10 , 153.16 , 174.64 , 116.33 
Other Income, 6.18 , 7.97 , (4.64), 3.56 , 4.65 , 6.74 , 5.56 , 4.38 , 6.50 , 9.25 , 61.73 , -   , -   
Depreciation, 22.22 , 34.05 , 24.05 , 23.67 , 31.63 , 36.62 , 36.16 , 37.90 , 41.39 , 48.45 , 60.29 , 60.29 , 60.29 
Interest, 9.25 , 11.32 , 9.01 , 12.23 , 18.57 , 17.41 , 14.43 , 13.44 , 11.26 , 7.97 , 15.52 , 15.52 , 15.52 
Profit before tax, (3.64), 6.37 , 23.73 , 13.53 , 15.56 , 3.79 , 14.27 , 41.59 , 54.76 , 87.92 , 139.08 , 98.83 , 40.52 
Tax, (2.02), 0.45 , 5.76 , 0.72 , 1.98 , (3.91), (2.30), 4.22 , 8.63 , 24.69 , 31.68 ,23%,23%
Net profit, (1.62), 5.92 , 17.97 , 12.81 , 13.59 , 7.70 , 16.57 , 37.37 , 46.12 , 63.24 , 107.40 , 76.32 , 31.29 
EPS, (1.73), 6.33 , 19.22 , 13.70 , 14.54 , 8.24 , 17.73 , 39.98 , 49.34 , 67.65 , 114.87 , 81.63 , 33.46 
Price to earning, (45.87), 31.57 , 18.65 , 27.67 , 24.26 , 36.51 , 18.60 , 10.92 , 28.22 , 33.28 , 12.85 , 21.32 , 12.85 
Price, 79.49 , 199.93 , 358.46 , 379.24 , 352.66 , 300.73 , 329.74 , 436.74 ," 1,392.24 "," 2,251.34 "," 1,475.90 "," 1,740.04 ", 429.98 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,47.47%,31.22%,43.79%,30.98%,42.47%,31.02%,30.02%,29.40%,34.00%,,,
OPM,4.16%,6.93%,7.12%,4.68%,5.75%,4.60%,5.22%,7.07%,7.94%,8.19%,8.15%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.67%,9.71%,9.19%,13.24%,29.82%,29.82%,9.19%
,,,,,,OPM,6.38%,6.40%,6.78%,7.78%,8.15%,8.15%,6.38%
,,,,,,Price to Earning, 24.25 , 24.04 , 23.40 , 21.32 , 12.85 , 21.32 , 12.85 
