MAN INDUSTRIES (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 26.64 , 26.77 , 27.64 , 27.64 , 29.88 , 28.55 , 28.55 , 28.55 , 28.55 , 28.55 
Reserves, 381.23 , 436.51 , 521.88 , 617.29 , 682.44 , 634.71 , 460.08 , 540.79 , 571.75 , 624.80 
Borrowings, 364.47 , 308.41 ," 1,103.14 ", 409.28 , 536.23 , 438.26 , 442.67 , 353.17 , 447.07 , 374.00 
Other Liabilities, 945.97 , 737.79 , 259.53 , 450.98 , 379.33 , 475.28 , 528.18 , 332.08 , 315.29 , 680.53 
Total," 1,718.31 "," 1,509.48 "," 1,912.19 "," 1,505.19 "," 1,627.88 "," 1,576.80 "," 1,459.48 "," 1,254.59 "," 1,362.66 "," 1,707.88 "
,,,,,,,,,,
Net Block, 435.31 , 414.65 , 386.38 , 347.99 , 393.39 , 403.18 , 353.53 , 346.55 , 343.03 , 355.41 
Capital Work in Progress, 12.67 , 7.55 , 0.23 , 0.93 , 3.26 , 1.93 , 3.40 , 18.89 , 5.28 , 63.00 
Investments, 42.66 , 33.82 , 184.20 , 302.46 , 29.63 , 20.60 , 101.89 , 104.54 , 104.73 , 129.49 
Other Assets," 1,227.67 "," 1,053.46 "," 1,341.38 ", 853.81 ," 1,201.60 "," 1,151.09 "," 1,000.66 ", 784.61 , 909.62 ," 1,159.98 "
Total," 1,718.31 "," 1,509.48 "," 1,912.19 "," 1,505.19 "," 1,627.88 "," 1,576.80 "," 1,459.48 "," 1,254.59 "," 1,362.66 "," 1,707.88 "
,,,,,,,,,,
Working Capital, 281.70 , 315.67 ," 1,081.85 ", 402.83 , 822.27 , 675.81 , 472.48 , 452.53 , 594.33 , 479.45 
Debtors, 519.15 , 156.18 , 352.08 , 298.50 , 298.35 , 282.51 , 465.58 , 246.17 , 323.65 , 367.04 
Inventory, 234.05 , 272.25 , 528.44 , 160.21 , 172.70 , 115.41 , 136.01 , 127.51 , 108.92 , 418.30 
,,,,,,,,,,
Debtor Days, 101.94 , 38.68 , 80.91 , 64.03 , 74.49 , 102.57 , 124.59 , 64.56 , 111.39 , 85.20 
Inventory Turnover, 7.94 , 5.41 , 3.01 , 10.62 , 8.46 , 8.71 , 10.03 , 10.91 , 9.74 , 3.76 
,,,,,,,,,,
Return on Equity,12%,14%,17%,16%,14%,1%,11%,15%,5%,10%
Return on Capital Emp,,18%,11%,13%,16%,5%,11%,16%,8%,13%
,,,,,,,,,,
