JUBILANT FOODWORKS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 58.16 , 63.62 , 64.53 , 65.08 , 65.28 , 65.44 , 65.57 , 65.80 , 65.95 , 65.98 
Reserves, (34.21), 52.62 , 127.16 , 234.47 , 370.93 , 498.03 , 605.54 , 731.76 , 786.24 , 977.92 
Borrowings, 82.45 , 8.59 , -   , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 42.66 , 71.35 , 117.06 , 176.25 , 226.87 , 319.52 , 438.20 , 470.28 , 499.39 , 542.03 
Total, 149.06 , 196.18 , 308.75 , 475.80 , 663.08 , 882.99 ," 1,109.31 "," 1,267.84 "," 1,351.58 "," 1,585.93 "
,,,,,,,,,,
Net Block, 106.54 , 140.32 , 180.15 , 250.53 , 382.72 , 528.75 , 716.40 , 805.50 , 778.26 , 767.94 
Capital Work in Progress, 8.94 , 2.56 , 2.81 , 11.79 , 8.44 , 18.33 , 18.12 , 25.17 , 59.82 , 12.74 
Investments, -   , 0.03 , 21.64 , 103.20 , 115.04 , 128.59 , 130.33 , 152.49 , 167.99 , 345.27 
Other Assets, 33.58 , 53.27 , 104.15 , 110.28 , 156.88 , 207.32 , 244.46 , 284.68 , 345.51 , 459.98 
Total, 149.06 , 196.18 , 308.75 , 475.80 , 663.08 , 882.99 ," 1,109.31 "," 1,267.84 "," 1,351.58 "," 1,585.93 "
,,,,,,,,,,
Working Capital, (9.08), (18.08), (12.91), (65.97), (69.99), (112.20), (193.74), (185.60), (153.88), (82.05)
Debtors, 1.17 , 2.95 , 4.14 , 6.41 , 8.09 , 9.04 , 11.87 , 12.48 , 15.62 , 15.08 
Inventory, 5.53 , 7.06 , 14.22 , 18.42 , 23.44 , 32.42 , 42.29 , 53.77 , 58.72 , 62.59 
,,,,,,,,,,
Debtor Days, 1.52 , 2.54 , 2.23 , 2.30 , 2.10 , 1.91 , 2.09 , 1.89 , 2.24 , 1.85 
Inventory Turnover, 50.74 , 60.05 , 47.70 , 55.23 , 60.05 , 53.16 , 49.05 , 44.82 , 43.36 , 47.62 
,,,,,,,,,,
Return on Equity,30%,28%,38%,35%,31%,22%,18%,13%,8%,20%
Return on Capital Emp,,36%,59%,63%,54%,38%,28%,22%,12%,33%
,,,,,,,,,,
