JAIHIND PROJECTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 237.82 , 409.40 , 435.56 , 527.50 , 303.56 , 300.80 , 277.61 , 119.79 , 61.05 , 43.75 , 34.78 , 34.78 , 27.76 
Expenses, 204.37 , 332.30 , 356.16 , 434.33 , 292.56 , 265.60 , 252.98 , 130.51 , 54.92 , 230.01 , 376.05 , 33.83 , 27.76 
Operating Profit, 33.45 , 77.10 , 79.40 , 93.17 , 11.00 , 35.20 , 24.63 , (10.72), 6.13 , (186.26), (341.27), 0.95 , -   
Other Income, 6.34 , 3.98 , 5.94 , 8.54 , 5.39 , 0.53 , 0.59 , 1.15 , 2.98 , (28.67), 4.38 , -   , -   
Depreciation, 3.63 , 4.91 , 6.00 , 7.66 , 12.58 , 11.24 , 16.79 , 13.70 , 12.24 , 12.06 , 9.52 , 9.52 , 9.52 
Interest, 17.89 , 37.73 , 40.65 , 57.35 , 65.17 , 51.71 , 35.66 , 6.84 , 4.63 , 72.45 , 0.05 , 0.05 , 0.05 
Profit before tax, 18.27 , 38.44 , 38.69 , 36.70 , (61.36), (27.23), (27.21), (30.10), (7.76), (299.45), (346.46), (8.62), (9.57)
Tax, 7.74 , 13.78 , 12.89 , 13.18 , (6.66), (5.25), (9.29), -   , -   , -   , -   ,0%,0%
Net profit, 10.53 , 24.66 , 25.80 , 23.51 , (54.70), (21.99), (17.92), (30.10), (7.76), (299.45), (346.48), (8.62), (9.57)
EPS, 14.81 , 33.98 , 35.55 , 24.09 , (56.06), (22.54), (18.37), (30.85), (7.95), (306.89), (355.97), (8.86), (9.83)
Price to earning, 3.43 , 6.91 , 4.11 , 4.80 , (0.41), (0.84), (0.72), (0.23), (0.74), (0.02), -   , -   , -   
Price, 50.77 , 234.78 , 146.26 , 115.76 , 23.09 , 18.93 , 13.31 , 7.06 , 5.86 , 5.18 , 0.75 , -   , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,2.96%,2.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,14.07%,18.83%,18.23%,17.66%,3.62%,11.70%,8.87%,0.00%,10.04%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-17.15%,-27.99%,-32.12%,-45.99%,-20.50%,-20.50%,-45.99%
,,,,,,OPM,13.25%,10.41%,8.21%,2.73%,0.00%,2.73%,0.00%
,,,,,,Price to Earning, 4.81 , 4.80 ,  ,  , -   , -   , -   
