FERTILIZERS & CHEMICALS TRAVANCORE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 2,128.66 "," 2,105.92 "," 2,460.73 "," 2,876.05 "," 2,315.77 "," 2,209.37 "," 1,978.79 "," 1,735.99 "," 1,866.63 "," 1,926.82 "," 1,915.65 "," 1,988.95 "," 1,857.65 "
Expenses," 2,240.11 "," 2,106.08 "," 2,350.78 "," 2,713.60 "," 2,487.97 "," 2,355.32 "," 2,164.85 "," 1,959.23 "," 1,821.38 "," 1,760.14 "," 1,894.15 "," 1,912.72 "," 1,836.80 "
Operating Profit, (111.45), (0.16), 109.95 , 162.45 , (172.20), (145.95), (186.06), (223.24), 45.25 , 166.68 , 21.50 , 76.23 , 20.85 
Other Income, 267.97 , 40.39 , 26.75 , 36.70 , 19.16 , 118.08 , 2.64 , 41.33 , 18.04 , 41.35 , 460.11 , -   , -   
Depreciation, 46.23 , 24.27 , 42.63 , 42.59 , 45.54 , 45.26 , 20.21 , 18.12 , 21.30 , 17.15 , 17.64 , 17.64 , 17.64 
Interest, 67.18 , 119.66 , 143.40 , 136.77 , 155.38 , 191.83 , 196.29 , 252.14 , 304.66 , 321.42 , 284.50 , 284.50 , 284.50 
Profit before tax, 43.11 , (103.70), (49.33), 19.80 , (353.96), (264.96), (399.91), (452.19), (262.68), (130.51), 179.47 , (225.91), (281.29)
Tax, 0.16 , 0.13 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%
Net profit, 42.95 , (103.83), (49.33), 19.80 , (353.96), (264.96), (399.91), (452.19), (262.68), (130.51), 179.47 , (225.91), (281.29)
EPS, 1.21 , (1.60), (0.76), 0.31 , (5.47), (4.09), (6.18), (6.99), (4.06), (2.02), 2.77 , (3.49), (4.35)
Price to earning, 21.04 , (30.97), (55.14), 102.09 , (4.17), (5.22), (4.90), (3.23), (10.10), (27.14), 14.39 , 14.39 , 14.39 
Price, 25.48 , 49.69 , 42.03 , 31.24 , 22.82 , 21.39 , 30.28 , 22.60 , 41.01 , 54.73 , 39.90 , (50.22), (62.54)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,0.00%,4.47%,5.65%,0.00%,0.00%,0.00%,0.00%,2.42%,8.65%,1.12%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-1.10%,-3.43%,-3.61%,-0.88%,3.22%,3.22%,-3.61%
,,,,,,OPM,2.24%,2.51%,2.18%,3.83%,1.12%,3.83%,1.12%
,,,,,,Price to Earning, 45.84 , 58.24 , 14.39 , 14.39 , 14.39 , 14.39 , 14.39 
