HATHWAY CABLE & DATACOM LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 111.35 , 142.86 , 142.86 , 142.86 , 143.17 , 152.00 , 166.10 , 166.10 , 166.10 , 166.10 
Reserves, 154.82 , 740.83 , 702.93 , 651.33 , 658.23 , 772.16 ," 1,016.13 ", 965.21 , 808.89 , 887.80 
Borrowings, 594.54 , 399.52 , 290.49 , 307.48 , 712.07 ," 1,128.72 "," 1,086.41 "," 1,573.46 ", 836.89 , 819.46 
Other Liabilities, 254.08 , 236.96 , 200.52 , 168.42 , 393.83 , 418.20 , 387.42 , 702.14 , 298.49 , 332.52 
Total," 1,114.79 "," 1,520.17 "," 1,336.80 "," 1,270.09 "," 1,907.30 "," 2,471.08 "," 2,656.06 "," 3,406.91 "," 2,110.37 "," 2,205.88 "
,,,,,,,,,,
Net Block, 546.89 , 527.48 , 538.50 , 549.75 , 896.25 ," 1,197.09 "," 1,272.47 "," 1,445.04 ", 632.89 , 759.14 
Capital Work in Progress, 45.21 , 24.04 , 44.14 , 95.15 , 198.82 , 228.98 , 156.60 , 277.79 , 55.71 , 39.07 
Investments, 244.97 , 666.26 , 438.45 , 286.75 , 312.82 , 371.61 , 470.68 , 816.78 , 833.23 ," 1,089.74 "
Other Assets, 277.72 , 302.39 , 315.71 , 338.44 , 499.41 , 673.40 , 756.31 , 867.30 , 588.54 , 317.93 
Total," 1,114.79 "," 1,520.17 "," 1,336.80 "," 1,270.09 "," 1,907.30 "," 2,471.08 "," 2,656.06 "," 3,406.91 "," 2,110.37 "," 2,205.88 "
,,,,,,,,,,
Working Capital, 23.64 , 65.43 , 115.19 , 170.02 , 105.58 , 255.20 , 368.89 , 165.16 , 290.05 , (14.59)
Debtors, 120.65 , 121.46 , 157.55 , 135.47 , 205.14 , 266.22 , 302.20 , 293.11 , 24.23 , 30.25 
Inventory, 4.37 , 2.49 , 1.88 , 1.07 , 1.51 , 1.73 , 6.02 , 18.17 , 20.12 , 15.64 
,,,,,,,,,,
Debtor Days, 111.30 , 110.28 , 121.35 , 96.12 , 114.44 , 99.14 , 107.76 , 97.00 , 6.76 , 20.28 
Inventory Turnover, 90.54 , 161.45 , 252.06 , 480.79 , 433.32 , 566.53 , 170.03 , 60.70 , 64.98 , 34.82 
,,,,,,,,,,
Return on Equity,-39%,-9%,-5%,-7%,0%,-14%,-15%,-17%,-16%,7%
Return on Capital Emp,,-3%,0%,-1%,4%,-2%,-3%,-4%,-2%,8%
,,,,,,,,,,
