LAMBODHARA TEXTILES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 4.38 , 4.38 , 4.38 , 4.38 , 4.38 , 4.38 , 4.54 , 4.54 , 4.54 , 4.79 
Reserves, 12.85 , 13.11 , 14.99 , 13.81 , 16.51 , 19.54 , 26.07 , 29.75 , 36.78 , 45.34 
Borrowings, 20.10 , 29.65 , 39.24 , 54.33 , 64.46 , 64.28 , 63.31 , 48.82 , 53.04 , 44.07 
Other Liabilities, 2.56 , 4.37 , 5.41 , 7.13 , 9.94 , 10.51 , 10.49 , 12.80 , 13.62 , 20.40 
Total, 39.89 , 51.51 , 64.02 , 79.65 , 95.29 , 98.71 , 104.41 , 95.91 , 107.98 , 114.60 
,,,,,,,,,,
Net Block, 22.93 , 27.94 , 37.79 , 53.53 , 59.11 , 62.01 , 60.10 , 65.40 , 66.44 , 64.27 
Capital Work in Progress, 0.04 , 1.61 , 1.48 , 2.00 , 4.75 , 1.66 , 3.73 , 2.88 , -   , 0.87 
Investments, -   , -   , -   , -   , -   , 0.12 , 0.27 , 0.20 , 0.07 , 0.04 
Other Assets, 16.92 , 21.96 , 24.75 , 24.12 , 31.43 , 34.92 , 40.31 , 27.43 , 41.47 , 49.42 
Total, 39.89 , 51.51 , 64.02 , 79.65 , 95.29 , 98.71 , 104.41 , 95.91 , 107.98 , 114.60 
,,,,,,,,,,
Working Capital, 14.36 , 17.59 , 19.34 , 16.99 , 21.49 , 24.41 , 29.82 , 14.63 , 27.85 , 29.02 
Debtors, 10.83 , 12.82 , 10.76 , 8.45 , 11.39 , 15.36 , 16.03 , 10.55 , 12.21 , 17.83 
Inventory, 4.11 , 5.15 , 8.67 , 10.99 , 11.70 , 10.88 , 12.44 , 8.68 , 17.59 , 18.81 
,,,,,,,,,,
Debtor Days, 82.42 , 93.12 , 52.00 , 40.78 , 42.50 , 50.02 , 43.89 , 32.42 , 34.09 , 39.03 
Inventory Turnover, 11.67 , 9.76 , 8.71 , 6.88 , 8.36 , 10.30 , 10.72 , 13.69 , 7.43 , 8.86 
,,,,,,,,,,
Return on Equity,7%,4%,13%,-4%,15%,15%,17%,13%,17%,12%
Return on Capital Emp,,8%,12%,10%,15%,12%,14%,14%,14%,16%
,,,,,,,,,,
