DFM FOODS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 9.97 , 9.97 , 10.00 , 10.00 , 10.00 , 10.00 , 10.00 , 10.00 , 10.00 , 10.02 
Reserves, 3.98 , 6.44 , 12.70 , 20.15 , 23.55 , 27.73 , 35.73 , 54.84 , 74.59 , 92.41 
Borrowings, 9.84 , 15.97 , 15.79 , 66.45 , 66.54 , 50.72 , 50.02 , 56.77 , 97.72 , 92.79 
Other Liabilities, 7.97 , 13.97 , 16.73 , 26.74 , 38.45 , 38.33 , 46.38 , 70.01 , 82.49 , 80.16 
Total, 31.76 , 46.35 , 55.22 , 123.34 , 138.54 , 126.78 , 142.13 , 191.62 , 264.80 , 275.38 
,,,,,,,,,,
Net Block, 8.08 , 22.54 , 31.81 , 85.61 , 97.36 , 90.86 , 88.22 , 111.87 , 158.57 , 155.36 
Capital Work in Progress, 1.60 , -   , 0.30 , 2.84 , -   , 0.26 , 0.02 , 0.65 , 0.44 , 3.89 
Investments, 0.02 , 0.02 , 0.50 , 0.02 , 0.02 , 14.02 , 30.81 , 42.31 , 48.53 , 51.86 
Other Assets, 22.06 , 23.79 , 22.61 , 34.87 , 41.16 , 21.64 , 23.08 , 36.79 , 57.26 , 64.27 
Total, 31.76 , 46.35 , 55.22 , 123.34 , 138.54 , 126.78 , 142.13 , 191.62 , 264.80 , 275.38 
,,,,,,,,,,
Working Capital, 14.09 , 9.82 , 5.88 , 8.13 , 2.71 , (16.69), (23.30), (33.22), (25.23), (15.89)
Debtors, 3.71 , 0.04 , -   , 0.06 , 0.04 , 0.01 , 0.03 , 0.01 , 0.02 , 0.03 
Inventory, 3.62 , 3.92 , 4.41 , 13.44 , 12.80 , 14.91 , 18.25 , 15.03 , 19.13 , 23.55 
,,,,,,,,,,
Debtor Days, 17.70 , 0.20 , -   , 0.13 , 0.06 , 0.01 , 0.04 , 0.01 , 0.02 , 0.03 
Inventory Turnover, 21.14 , 18.42 , 27.21 , 12.61 , 17.60 , 17.66 , 15.85 , 25.92 , 17.87 , 18.06 
,,,,,,,,,,
Return on Equity,14%,26%,37%,34%,19%,19%,24%,39%,22%,23%
Return on Capital Emp,,27%,42%,30%,20%,19%,25%,39%,19%,24%
,,,,,,,,,,
