FDC LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 18.90 , 18.71 , 18.54 , 18.37 , 18.16 , 17.86 , 17.86 , 17.86 , 17.86 , 17.52 
Reserves, 401.88 , 505.56 , 593.59 , 669.67 , 761.54 , 822.63 , 911.72 ," 1,058.67 "," 1,245.86 "," 1,244.88 "
Borrowings, 2.68 , 2.44 , 2.06 , 1.72 , 1.45 , 1.25 , 1.07 , 0.90 , 0.79 , 0.69 
Other Liabilities, 120.58 , 148.97 , 152.99 , 166.18 , 181.70 , 213.47 , 212.74 , 188.03 , 202.87 , 231.80 
Total, 544.04 , 675.68 , 767.18 , 855.94 , 962.85 ," 1,055.21 "," 1,143.39 "," 1,265.46 "," 1,467.38 "," 1,494.89 "
,,,,,,,,,,
Net Block, 236.06 , 250.16 , 271.79 , 280.02 , 276.55 , 272.13 , 381.37 , 670.89 , 674.50 , 669.75 
Capital Work in Progress, 27.09 , 30.06 , 10.18 , 10.72 , 7.22 , 18.10 , 28.80 , 19.92 , 6.32 , 12.84 
Investments, 111.32 , 229.49 , 263.20 , 346.51 , 422.45 , 423.22 , 495.60 , 325.17 , 491.35 , 471.56 
Other Assets, 169.57 , 165.97 , 222.01 , 218.69 , 256.63 , 341.76 , 237.62 , 249.48 , 295.21 , 340.74 
Total, 544.04 , 675.68 , 767.18 , 855.94 , 962.85 ," 1,055.21 "," 1,143.39 "," 1,265.46 "," 1,467.38 "," 1,494.89 "
,,,,,,,,,,
Working Capital, 48.99 , 17.00 , 69.02 , 52.51 , 74.93 , 128.29 , 24.88 , 61.45 , 92.34 , 108.94 
Debtors, 34.67 , 35.48 , 39.60 , 40.69 , 44.76 , 60.82 , 60.70 , 64.03 , 77.46 , 76.71 
Inventory, 95.40 , 88.98 , 95.85 , 101.03 , 97.45 , 100.59 , 121.53 , 130.24 , 136.22 , 159.65 
,,,,,,,,,,
Debtor Days, 21.98 , 20.88 , 20.66 , 21.26 , 21.39 , 26.55 , 25.27 , 23.70 , 28.05 , 26.40 
Inventory Turnover, 6.03 , 6.97 , 7.30 , 6.91 , 7.84 , 8.31 , 7.21 , 7.57 , 7.40 , 6.64 
,,,,,,,,,,
Return on Equity,20%,28%,24%,19%,20%,16%,16%,16%,15%,13%
Return on Capital Emp,,38%,31%,26%,28%,27%,23%,23%,21%,19%
,,,,,,,,,,
