DELTA MAGNETS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 7.45 , 9.32 , 12.53 , 12.58 , 14.08 , 15.03 , 18.27 , 16.73 , 18.06 , 23.25 , 25.03 , 29.93 , 25.34 
Expenses, 7.79 , 8.66 , 10.64 , 12.24 , 13.62 , 15.07 , 16.61 , 17.01 , 17.76 , 22.23 , 23.50 , 28.10 , 24.77 
Operating Profit, (0.34), 0.66 , 1.89 , 0.34 , 0.46 , (0.04), 1.66 , (0.28), 0.30 , 1.02 , 1.53 , 1.83 , 0.58 
Other Income, 0.36 , 0.51 , 0.12 , 0.24 , 0.08 , 0.20 , 0.41 , 0.69 , 0.65 , 1.08 , 1.42 , -   , -   
Depreciation, 1.25 , 1.36 , 1.12 , 0.99 , 0.92 , 0.90 , 0.36 , 0.41 , 0.79 , 0.81 , 0.79 , 0.79 , 0.79 
Interest, 0.03 , 0.01 , 0.04 , 0.40 , 0.17 , 0.30 , 0.38 , 0.39 , 1.38 , 1.48 , 1.78 , 1.78 , 1.78 
Profit before tax, (1.26), (0.20), 0.85 , (0.81), (0.55), (1.04), 1.33 , (0.38), (1.23), (0.19), 0.38 , (0.74), (1.99)
Tax, 0.01 , (0.33), 0.01 , -   , -   , 0.03 , 0.27 , (0.04), 0.03 , (0.25), (0.07),-18%,-18%
Net profit, (1.27), 0.13 , 0.84 , (0.81), (0.55), (1.06), 1.06 , (0.34), (1.26), 0.06 , 0.45 , (0.88), (2.36)
EPS, (2.61), 0.27 , 1.73 , (1.67), (0.91), (1.75), 1.64 , (0.53), (1.95), 0.09 , 0.70 , (1.36), (3.65)
Price to earning, (5.60), 54.33 , 22.97 , (15.43), (28.30), (12.51), 22.20 , (54.87), (20.52), 639.59 , 93.82 , 366.71 , 93.82 
Price, 14.63 , 14.53 , 39.70 , 25.71 , 25.63 , 21.83 , 36.36 , 28.83 , 39.96 , 59.30 , 65.25 , (496.90), (342.32)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,7.08%,15.08%,2.70%,3.27%,0.00%,9.09%,0.00%,1.66%,4.39%,6.11%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.48%,9.23%,10.55%,8.37%,28.74%,28.74%,8.37%
,,,,,,OPM,4.30%,3.20%,3.26%,2.27%,6.11%,6.11%,2.27%
,,,,,,Price to Earning, 166.58 , 251.87 , 251.87 , 366.71 , 93.82 , 366.71 , 93.82 
