INDO RAMA SYNTHETICS (INDIA) LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 2,436.85 "," 2,519.60 "," 2,791.41 "," 2,966.80 "," 2,907.77 "," 2,634.98 "," 2,757.54 "," 2,525.06 "," 2,459.20 "," 2,247.21 "," 1,694.56 "," 2,099.02 "," 2,101.13 "
Expenses," 2,208.04 "," 2,315.57 "," 2,416.22 "," 2,920.25 "," 2,905.36 "," 2,626.07 "," 2,654.44 "," 2,464.20 "," 2,455.17 "," 2,190.67 "," 1,795.28 "," 2,063.78 "," 2,101.13 "
Operating Profit, 228.81 , 204.03 , 375.19 , 46.55 , 2.41 , 8.91 , 103.10 , 60.86 , 4.03 , 56.54 , (100.72), 35.25 , -   
Other Income, (105.78), 29.77 , 52.71 , 207.26 , 240.78 , 136.17 , 23.42 , (25.45), 28.52 , (3.83), (106.58), -   , -   
Depreciation, 151.47 , 149.15 , 149.90 , 154.36 , 157.99 , 135.12 , 117.16 , 77.74 , 79.48 , 83.20 , 83.04 , 83.04 , 83.04 
Interest, 118.25 , 77.03 , 69.66 , 61.22 , 44.51 , 35.23 , 43.38 , 53.68 , 91.08 , 94.37 , 131.32 , 131.32 , 131.32 
Profit before tax, (146.69), 7.62 , 208.34 , 38.23 , 40.69 , (25.27), (34.02), (96.01), (138.01), (124.86), (421.66), (179.11), (214.36)
Tax, (48.86), 0.49 , 68.93 , 6.27 , (0.57), (17.09), (12.49), (131.65), (53.98), (42.17), (150.60),0%,0%
Net profit, (97.83), 7.13 , 139.41 , 31.96 , 41.26 , (8.18), (21.53), 35.64 , (84.03), (82.69), (271.06), (179.11), (214.36)
EPS, (6.44), 0.47 , 9.18 , 2.11 , 2.72 , (0.54), (1.42), 2.35 , (5.53), (5.45), (10.38), (6.86), (8.21)
Price to earning, (4.03), 81.41 , 7.58 , 12.12 , 6.05 , (29.03), (13.50), 13.22 , (6.62), (5.92), -   , 13.22 , -   
Price, 25.96 , 38.23 , 69.61 , 25.51 , 16.43 , 15.64 , 19.15 , 31.04 , 36.66 , 32.23 , 31.70 , (90.71), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,21.78%,47.50%,36.79%,0.00%,0.00%,42.59%,0.00%,0.00%,,,
OPM,9.39%,8.10%,13.44%,1.57%,0.08%,0.34%,3.74%,2.41%,0.16%,2.52%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-0.90%,-3.05%,-5.02%,-6.59%,-8.62%,-6.59%,-8.62%
,,,,,,OPM,4.15%,1.53%,1.85%,1.68%,0.00%,1.68%,0.00%
,,,,,,Price to Earning, 24.08 , 10.46 , 13.22 , 13.22 , -   , 13.22 , -   
