GRAVITA INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 2.53 , 10.02 , 13.62 , 13.62 , 13.63 , 13.64 , 13.65 , 13.67 , 13.69 , 13.74 
Reserves, 4.71 , 7.14 , 49.30 , 51.27 , 63.58 , 72.77 , 76.27 , 78.51 , 101.53 , 122.12 
Borrowings, 2.27 , 19.77 , 26.43 , 44.27 , 55.08 , 67.49 , 89.57 , 94.35 , 159.68 , 207.11 
Other Liabilities, 10.62 , 5.33 , 14.93 , 14.23 , 29.50 , 23.32 , 18.26 , 12.67 , 26.77 , 73.60 
Total, 20.13 , 42.26 , 104.28 , 123.39 , 161.79 , 177.22 , 197.75 , 199.20 , 301.67 , 416.57 
,,,,,,,,,,
Net Block, 3.50 , 4.49 , 6.26 , 11.47 , 11.75 , 41.57 , 36.59 , 37.88 , 54.21 , 82.41 
Capital Work in Progress, -   , -   , -   , -   , 6.75 , 2.33 , 3.00 , 12.28 , 23.02 , 14.46 
Investments, 3.57 , 6.19 , 36.45 , 39.81 , 40.76 , 21.73 , 27.40 , 27.19 , 29.31 , 16.71 
Other Assets, 13.06 , 31.58 , 61.57 , 72.11 , 102.53 , 111.59 , 130.76 , 121.85 , 195.13 , 302.99 
Total, 20.13 , 42.26 , 104.28 , 123.39 , 161.79 , 177.22 , 197.75 , 199.20 , 301.67 , 416.57 
,,,,,,,,,,
Working Capital, 2.44 , 26.25 , 46.64 , 57.88 , 73.03 , 88.27 , 112.50 , 109.18 , 168.36 , 229.39 
Debtors, 3.54 , 9.05 , 31.48 , 28.58 , 22.56 , 34.37 , 21.28 , 29.21 , 60.59 , 105.90 
Inventory, 5.55 , 12.40 , 16.42 , 15.66 , 38.24 , 36.00 , 62.59 , 51.74 , 85.66 , 124.90 
,,,,,,,,,,
Debtor Days, 22.02 , 31.50 , 58.98 , 51.42 , 32.16 , 37.13 , 23.29 , 30.20 , 41.47 , 49.12 
Inventory Turnover, 10.57 , 8.46 , 11.86 , 12.96 , 6.70 , 9.39 , 5.33 , 6.82 , 6.23 , 6.30 
,,,,,,,,,,
Return on Equity,37%,34%,15%,12%,23%,17%,6%,4%,20%,19%
Return on Capital Emp,,40%,25%,13%,21%,17%,6%,6%,16%,18%
,,,,,,,,,,
