HB STOCKHOLDINGS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 24.34 , 24.34 , 24.34 , 24.34 , 24.34 , 24.34 , 24.34 , 24.34 , 24.34 , 7.68 
Reserves, 61.58 , 76.37 , 79.39 , 88.63 , 95.85 , 105.83 , 110.83 , 111.71 , 122.34 , 36.91 
Borrowings, 9.25 , 9.07 , 9.01 , -   , -   , -   , -   , -   , -   , 0.78 
Other Liabilities, 52.01 , 42.34 , 39.95 , 22.50 , 20.70 , 14.16 , 9.34 , 8.81 , 6.88 , 29.25 
Total, 147.18 , 152.12 , 152.69 , 135.47 , 140.89 , 144.33 , 144.51 , 144.86 , 153.56 , 74.62 
,,,,,,,,,,
Net Block, 0.91 , 0.70 , 0.59 , 0.62 , 0.63 , 0.54 , 0.32 , 0.25 , 0.19 , 1.21 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 126.89 , 125.58 , 117.26 , 100.55 , 111.94 , 114.50 , 103.21 , 100.99 , 109.44 , 24.35 
Other Assets, 19.38 , 25.84 , 34.84 , 34.30 , 28.32 , 29.29 , 40.98 , 43.62 , 43.93 , 49.06 
Total, 147.18 , 152.12 , 152.69 , 135.47 , 140.89 , 144.33 , 144.51 , 144.86 , 153.56 , 74.62 
,,,,,,,,,,
Working Capital, (32.63), (16.50), (5.11), 11.80 , 7.62 , 15.13 , 31.64 , 34.81 , 37.05 , 19.81 
Debtors, -   , -   , -   , -   , 0.43 , 2.63 , 2.25 , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , 8.32 , 65.70 , 101.01 , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,-4%,15%,3%,8%,8%,8%,4%,1%,7%,-1%
Return on Capital Emp,,18%,4%,9%,10%,9%,4%,1%,8%,0%
,,,,,,,,,,
