ARSS INFRASTRUCTURE PROJECTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 12.55 , 14.84 , 14.84 , 14.84 , 14.84 , 14.84 , 14.84 , 14.84 , 14.84 , 22.74 
Reserves, 135.80 , 323.12 , 433.56 , 403.95 , 339.37 , 341.03 , 347.26 , 352.27 , 22.16 , 19.47 
Borrowings, 222.33 , 446.99 , 939.82 ," 1,117.01 "," 1,379.33 "," 1,588.22 "," 1,697.03 "," 1,863.94 "," 1,703.24 "," 1,681.31 "
Other Liabilities, 138.38 , 182.62 , 344.82 , 356.19 , 326.59 , 311.11 , 238.21 , 174.48 , 108.37 , 85.14 
Total, 509.06 , 967.57 ," 1,733.04 "," 1,891.99 "," 2,060.13 "," 2,255.20 "," 2,297.34 "," 2,405.53 "," 1,848.61 "," 1,808.66 "
,,,,,,,,,,
Net Block, 145.14 , 257.06 , 472.66 , 428.78 , 391.44 , 335.93 , 277.02 , 266.09 , 206.57 , 86.83 
Capital Work in Progress, 1.48 , 1.31 , 1.32 , -   , -   , -   , -   , -   , -   , -   
Investments, 3.82 , 3.44 , 36.19 , 53.69 , 43.12 , 44.34 , 46.48 , 39.37 , 41.90 , 42.38 
Other Assets, 358.62 , 705.76 ," 1,222.87 "," 1,409.52 "," 1,625.57 "," 1,874.93 "," 1,973.84 "," 2,100.07 "," 1,600.14 "," 1,679.45 "
Total, 509.06 , 967.57 ," 1,733.04 "," 1,891.99 "," 2,060.13 "," 2,255.20 "," 2,297.34 "," 2,405.53 "," 1,848.61 "," 1,808.66 "
,,,,,,,,,,
Working Capital, 220.24 , 523.14 , 878.05 ," 1,053.33 "," 1,298.98 "," 1,563.82 "," 1,735.63 "," 1,925.59 "," 1,491.77 "," 1,594.31 "
Debtors, 42.86 , 78.61 , 71.22 , 321.02 , 233.10 , 236.79 , 241.81 , 269.89 , 82.14 , 50.80 
Inventory, 188.27 , 370.11 , 777.10 , 756.44 , 662.39 , 580.60 , 582.40 , 557.83 , 58.69 , 61.75 
,,,,,,,,,,
Debtor Days, 25.45 , 29.03 , 21.09 , 100.46 , 111.83 , 97.93 , 138.21 , 160.66 , 35.83 , 31.73 
Inventory Turnover, 3.27 , 2.67 , 1.59 , 1.54 , 1.15 , 1.52 , 1.10 , 1.10 , 14.26 , 9.46 
,,,,,,,,,,
Return on Equity,34%,27%,25%,-7%,-18%,0%,2%,1%,-896%,-130%
Return on Capital Emp,,30%,23%,9%,5%,9%,9%,8%,-13%,-2%
,,,,,,,,,,
