BHAGYANAGAR INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 14.90 , 13.79 , 13.68 , 12.80 , 12.80 , 12.80 , 12.80 , 12.80 , 6.40 , 6.40 
Reserves, 206.15 , 211.28 , 217.03 , 200.94 , 198.88 , 195.42 , 195.95 , 199.28 , 96.45 , 109.32 
Borrowings, 89.21 , 69.93 , 51.84 , 88.28 , 80.97 , 104.90 , 117.21 , 95.67 , 73.74 , 45.64 
Other Liabilities, 30.56 , 14.79 , 28.00 , 9.74 , 10.19 , 8.70 , 6.33 , 10.32 , 12.23 , 5.26 
Total, 340.82 , 309.79 , 310.55 , 311.76 , 302.84 , 321.82 , 332.29 , 318.07 , 188.82 , 166.62 
,,,,,,,,,,
Net Block, 74.33 , 89.70 , 86.23 , 84.86 , 67.59 , 83.03 , 79.22 , 78.14 , 49.46 , 49.02 
Capital Work in Progress, 7.75 , 1.65 , 1.87 , 0.20 , 17.19 , 0.71 , 0.92 , -   , -   , -   
Investments, 24.41 , 26.09 , 24.81 , 15.56 , 26.82 , 27.39 , 27.08 , 26.11 , 1.40 , 14.72 
Other Assets, 234.33 , 192.35 , 197.64 , 211.14 , 191.24 , 210.69 , 225.07 , 213.82 , 137.96 , 102.88 
Total, 340.82 , 309.79 , 310.55 , 311.76 , 302.84 , 321.82 , 332.29 , 318.07 , 188.82 , 166.62 
,,,,,,,,,,
Working Capital, 203.77 , 177.56 , 169.64 , 201.40 , 181.05 , 201.99 , 218.74 , 203.50 , 125.73 , 97.62 
Debtors, 25.19 , 17.47 , 24.87 , 26.22 , 26.44 , 32.14 , 30.09 , 29.33 , 33.08 , 34.59 
Inventory, 14.09 , 10.04 , 29.21 , 20.01 , 28.02 , 11.48 , 41.76 , 33.44 , 51.01 , 36.84 
,,,,,,,,,,
Debtor Days, 50.16 , 38.01 , 50.75 , 50.16 , 48.93 , 51.97 , 41.94 , 36.22 , 39.57 , 24.63 
Inventory Turnover, 13.01 , 16.71 , 6.12 , 9.53 , 7.04 , 19.66 , 6.27 , 8.84 , 5.98 , 13.92 
,,,,,,,,,,
Return on Equity,5%,6%,4%,0%,2%,1%,1%,1%,5%,11%
Return on Capital Emp,,5%,5%,11%,4%,4%,3%,3%,5%,12%
,,,,,,,,,,
