KALYANI FORGE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 162.88 , 164.04 , 235.90 , 278.06 , 260.75 , 205.43 , 240.81 , 230.94 , 226.84 , 258.55 , 286.35 , 294.69 , 258.07 
Expenses, 150.89 , 147.37 , 209.54 , 238.09 , 227.83 , 181.84 , 226.51 , 215.15 , 212.00 , 237.05 , 260.55 , 268.14 , 239.28 
Operating Profit, 11.99 , 16.67 , 26.36 , 39.97 , 32.92 , 23.59 , 14.30 , 15.79 , 14.84 , 21.50 , 25.80 , 26.55 , 18.78 
Other Income, 4.32 , 5.15 , 2.25 , 1.20 , 1.61 , 2.32 , 2.06 , 2.83 , 4.56 , 6.98 , 6.48 , -   , -   
Depreciation, 9.09 , 10.51 , 11.17 , 11.89 , 12.81 , 13.49 , 13.11 , 11.67 , 10.41 , 12.95 , 15.04 , 15.04 , 15.04 
Interest, 5.20 , 5.38 , 7.30 , 9.43 , 7.98 , 5.26 , 6.24 , 4.92 , 3.78 , 6.34 , 7.59 , 7.59 , 7.59 
Profit before tax, 2.02 , 5.93 , 10.14 , 19.85 , 13.73 , 7.16 , (2.98), 2.04 , 5.20 , 9.19 , 9.65 , 3.92 , (3.85)
Tax, 1.18 , 2.02 , 3.69 , 6.44 , 4.90 , 2.38 , (0.72), 0.93 , 1.72 , 2.63 , 2.67 ,28%,28%
Net profit, 0.84 , 3.91 , 6.45 , 13.41 , 8.83 , 4.78 , (2.26), 1.10 , 3.48 , 6.56 , 6.98 , 2.84 , (2.78)
EPS, 2.31 , 10.74 , 17.72 , 36.84 , 24.26 , 13.13 , (6.21), 3.02 , 9.56 , 18.02 , 19.18 , 7.79 , (7.65)
Price to earning, 27.28 , 20.26 , 8.28 , 5.00 , 5.00 , 12.00 , (44.42), 85.46 , 36.49 , 17.11 , 13.97 , 38.26 , 13.97 
Price, 62.96 , 217.67 , 146.64 , 184.28 , 121.20 , 157.54 , 275.81 , 258.24 , 348.83 , 308.37 , 267.85 , 298.11 , (106.85)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,52.38%,16.88%,11.32%,6.79%,10.31%,19.04%,0.00%,66.36%,20.98%,19.36%,,,
OPM,7.36%,10.16%,11.17%,14.37%,12.63%,11.48%,5.94%,6.84%,6.54%,8.32%,9.01%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,5.27%,1.32%,-0.17%,2.40%,13.98%,13.98%,-0.17%
,,,,,,OPM,9.63%,9.58%,7.74%,7.28%,9.01%,9.01%,7.28%
,,,,,,Price to Earning, 23.08 , 25.00 , 33.00 , 38.26 , 13.97 , 38.26 , 13.97 
