GOLDSTONE TECHNOLOGIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 18.78 , 18.78 , 18.78 , 18.78 , 18.78 , 18.78 , 18.78 , 18.78 , 18.78 , 18.78 
Reserves, 47.86 , 48.67 , 37.00 , 38.64 , 40.70 , 41.79 , 35.66 , 34.79 , 5.29 , 7.87 
Borrowings, 12.94 , 12.60 , 16.09 , 5.23 , 6.25 , 13.66 , 12.78 , 11.76 , 1.41 , 2.09 
Other Liabilities, 47.79 , 34.77 , 10.58 , 13.61 , 18.56 , 3.26 , 3.91 , 4.15 , 15.61 , 9.43 
Total, 127.37 , 114.82 , 82.45 , 76.26 , 84.29 , 77.49 , 71.13 , 69.48 , 41.09 , 38.17 
,,,,,,,,,,
Net Block, 36.45 , 38.77 , 25.56 , 24.65 , 23.56 , 31.46 , 24.79 , 20.39 , 10.34 , 10.03 
Capital Work in Progress, 15.19 , 15.19 , 14.98 , 13.27 , 13.27 , 13.27 , 13.27 , 13.27 , -   , -   
Investments, 19.48 , 9.28 , 9.28 , 9.28 , 9.28 , 9.28 , 9.28 , 9.28 , 9.28 , 9.28 
Other Assets, 56.25 , 51.58 , 32.63 , 29.06 , 38.18 , 23.48 , 23.79 , 26.54 , 21.47 , 18.86 
Total, 127.37 , 114.82 , 82.45 , 76.26 , 84.29 , 77.49 , 71.13 , 69.48 , 41.09 , 38.17 
,,,,,,,,,,
Working Capital, 8.46 , 16.81 , 22.05 , 15.45 , 19.62 , 20.22 , 19.88 , 22.39 , 5.86 , 9.43 
Debtors, 37.34 , 27.89 , 8.04 , 9.54 , 11.34 , 6.96 , 7.68 , 4.72 , 5.57 , 6.86 
Inventory, 13.09 , 15.22 , 14.41 , 12.75 , 12.36 , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 592.31 , 439.35 , 127.20 , 143.36 , 143.92 , 97.04 , 96.43 , 72.57 , 94.52 , 99.80 
Inventory Turnover, 1.76 , 1.52 , 1.60 , 1.91 , 2.33 , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,2%,1%,2%,3%,3%,2%,-7%,-2%,5%,9%
Return on Capital Emp,,2%,3%,5%,6%,3%,0%,-7%,0%,7%
,,,,,,,,,,
