ALPHAGEO (INDIA) LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 63.88 , 78.33 , 20.86 , 25.23 , 8.66 , 44.41 , 63.97 , 68.60 , 296.56 , 429.44 , 405.08 , 810.11 , 524.96 
Expenses, 36.15 , 45.95 , 20.88 , 23.38 , 14.21 , 29.13 , 43.56 , 53.89 , 202.82 , 310.76 , 303.53 , 578.55 , 393.36 
Operating Profit, 27.73 , 32.38 , (0.02), 1.85 , (5.55), 15.28 , 20.41 , 14.71 , 93.74 , 118.68 , 101.55 , 231.56 , 131.60 
Other Income, 0.89 , 0.47 , 1.11 , 2.00 , 1.25 , 1.16 , 0.11 , 1.63 , 1.36 , 1.68 , 5.08 , -   , -   
Depreciation, 16.54 , 16.52 , 15.52 , 8.92 , 4.92 , 4.37 , 4.46 , 5.24 , 17.96 , 28.02 , 26.82 , 26.82 , 26.82 
Interest, 2.39 , 1.00 , 0.46 , 0.52 , 0.41 , 0.59 , 0.53 , 0.78 , 4.24 , 5.65 , 2.97 , 2.97 , 2.97 
Profit before tax, 9.69 , 15.33 , (14.89), (5.59), (9.63), 11.48 , 15.53 , 10.31 , 72.92 , 86.69 , 76.84 , 201.77 , 101.81 
Tax, 3.74 , 5.60 , (2.23), (0.50), 0.32 , 0.22 , 0.63 , 3.36 , 24.88 , 30.46 , 26.94 ,35%,35%
Net profit, 5.95 , 9.73 , (12.66), (5.09), (9.95), 11.26 , 14.90 , 6.96 , 48.04 , 56.23 , 49.90 , 131.03 , 66.12 
EPS, 11.60 , 18.96 , (24.66), (9.89), (18.44), 19.94 , 26.39 , 12.33 , 78.35 , 88.19 , 78.40 , 205.87 , 103.88 
Price to earning, 9.38 , 11.21 , (4.88), (5.85), (2.01), 8.29 , 17.38 , 45.94 , 12.23 , 9.01 , 6.15 , 18.33 , 6.15 
Price, 108.72 , 212.59 , 120.35 , 57.84 , 37.01 , 165.33 , 458.74 , 566.34 , 958.42 , 794.25 , 482.50 ," 3,774.41 ", 639.31 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,12.94%,7.91%,0.00%,0.00%,0.00%,10.04%,7.58%,16.24%,5.10%,9.07%,,,
OPM,43.41%,41.34%,0.00%,7.33%,0.00%,34.41%,31.91%,21.44%,31.61%,27.64%,25.07%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,23.58%,54.05%,118.31%,88.64%,44.81%,88.64%,23.58%
,,,,,,OPM,29.53%,28.25%,29.11%,28.58%,25.07%,28.58%,25.07%
,,,,,,Price to Earning, 14.95 , 16.50 , 16.50 , 18.33 , 6.15 , 18.33 , 6.15 
