GILLANDERS ARBUTHNOT & COMPANY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 14.07 , 14.23 , 21.34 , 21.34 , 21.34 , 21.34 , 21.34 , 21.34 , 21.34 , 21.34 
Reserves, 134.87 , 151.75 , 187.48 , 176.78 , 192.19 , 195.71 , 190.19 , 167.52 , 263.48 , 256.34 
Borrowings, 183.05 , 211.02 , 233.18 , 222.23 , 277.88 , 341.26 , 367.84 , 380.81 , 356.65 , 340.90 
Other Liabilities, 151.55 , 170.92 , 189.22 , 180.07 , 200.23 , 221.07 , 223.99 , 227.94 , 230.35 , 253.66 
Total, 483.54 , 547.92 , 631.22 , 600.42 , 691.64 , 779.38 , 803.36 , 797.61 , 871.82 , 872.24 
,,,,,,,,,,
Net Block, 233.33 , 228.61 , 234.20 , 225.17 , 211.43 , 240.85 , 235.89 , 234.95 , 355.45 , 349.67 
Capital Work in Progress, 4.04 , 0.79 , 2.01 , 4.05 , 27.44 , 6.21 , 10.42 , 1.05 , 5.02 , 7.61 
Investments, 13.36 , 17.08 , 17.66 , 18.00 , 23.75 , 32.23 , 28.13 , 28.19 , 28.71 , 36.38 
Other Assets, 232.81 , 301.44 , 377.35 , 353.20 , 429.02 , 500.09 , 528.92 , 533.42 , 482.64 , 478.58 
Total, 483.54 , 547.92 , 631.22 , 600.42 , 691.64 , 779.38 , 803.36 , 797.61 , 871.82 , 872.24 
,,,,,,,,,,
Working Capital, 81.26 , 130.52 , 188.13 , 173.13 , 228.79 , 279.02 , 304.93 , 305.48 , 252.29 , 224.92 
Debtors, 60.06 , 83.60 , 89.43 , 77.28 , 112.71 , 149.74 , 129.24 , 124.01 , 96.36 , 92.74 
Inventory, 88.23 , 127.57 , 178.59 , 140.64 , 170.15 , 172.53 , 152.97 , 158.14 , 155.87 , 177.67 
,,,,,,,,,,
Debtor Days, 47.01 , 50.54 , 43.90 , 42.24 , 52.58 , 57.73 , 55.14 , 57.05 , 54.08 , 54.01 
Inventory Turnover, 5.28 , 4.73 , 4.16 , 4.75 , 4.60 , 5.49 , 5.59 , 5.02 , 4.17 , 3.53 
,,,,,,,,,,
Return on Equity,11%,15%,26%,-5%,10%,3%,-2%,-12%,-5%,-4%
Return on Capital Emp,,16%,21%,3%,13%,8%,6%,4%,6%,6%
,,,,,,,,,,
