KAVERI SEED COMPANY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 13.70 , 13.70 , 13.70 , 13.70 , 13.70 , 13.75 , 13.78 , 13.81 , 13.81 , 13.22 
Reserves, 111.36 , 137.23 , 175.73 , 227.68 , 332.14 , 504.85 , 744.96 , 922.43 ," 1,010.20 "," 1,008.01 "
Borrowings, 21.38 , 45.52 , 27.92 , 21.78 , 3.09 , 0.84 , 1.40 , 1.64 , 1.64 , 1.88 
Other Liabilities, 79.94 , 114.99 , 158.24 , 325.41 , 519.60 , 502.29 , 386.35 , 416.61 , 491.39 , 412.10 
Total, 226.38 , 311.44 , 375.59 , 588.57 , 868.53 ," 1,021.73 "," 1,146.49 "," 1,354.49 "," 1,517.04 "," 1,435.21 "
,,,,,,,,,,
Net Block, 48.29 , 79.21 , 105.28 , 94.29 , 133.08 , 135.38 , 152.14 , 194.79 , 194.06 , 183.02 
Capital Work in Progress, 30.55 , 29.95 , 6.33 , 13.09 , 3.65 , 11.66 , 61.66 , 19.51 , 28.67 , 31.60 
Investments, 2.03 , 2.03 , 36.83 , 117.52 , 138.25 , 278.33 , 316.53 , 528.39 , 686.65 , 635.26 
Other Assets, 145.51 , 200.25 , 227.15 , 363.67 , 593.55 , 596.36 , 616.16 , 611.80 , 607.66 , 585.33 
Total, 226.38 , 311.44 , 375.59 , 588.57 , 868.53 ," 1,021.73 "," 1,146.49 "," 1,354.49 "," 1,517.04 "," 1,435.21 "
,,,,,,,,,,
Working Capital, 65.57 , 85.26 , 68.91 , 38.26 , 73.95 , 94.07 , 229.81 , 195.19 , 116.27 , 173.23 
Debtors, 41.49 , 40.77 , 36.16 , 28.51 , 68.14 , 62.95 , 98.08 , 63.11 , 69.83 , 63.93 
Inventory, 75.73 , 128.24 , 164.92 , 303.34 , 491.06 , 497.04 , 486.76 , 497.49 , 439.97 , 434.04 
,,,,,,,,,,
Debtor Days, 123.16 , 91.89 , 56.59 , 27.96 , 35.02 , 22.94 , 32.13 , 32.22 , 38.15 , 30.28 
Inventory Turnover, 1.62 , 1.26 , 1.41 , 1.23 , 1.45 , 2.01 , 2.29 , 1.44 , 1.52 , 1.78 
,,,,,,,,,,
Return on Equity,18%,19%,22%,24%,38%,41%,40%,18%,8%,21%
Return on Capital Emp,,19%,22%,27%,44%,50%,48%,21%,9%,21%
,,,,,,,,,,
