KARMA ENERGY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 23.85 , 23.85 , 11.56 , 11.56 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 , 11.57 
Reserves, 22.45 , 22.97 , 30.87 , 31.96 , 33.75 , 34.60 , 31.53 , 29.98 , 43.48 , 62.12 
Borrowings, 13.25 , 6.70 , -   , 75.14 , 71.15 , 54.92 , 50.44 , 73.41 , 59.29 , 44.31 
Other Liabilities, 12.44 , 11.88 , 94.77 , 29.28 , 27.17 , 25.82 , 23.58 , 22.00 , 19.47 , 24.42 
Total, 71.99 , 65.40 , 137.20 , 147.94 , 143.64 , 126.91 , 117.12 , 136.96 , 133.81 , 142.42 
,,,,,,,,,,
Net Block, 30.97 , 28.29 , 77.60 , 75.27 , 67.46 , 59.75 , 58.10 , 53.10 , 47.89 , 42.92 
Capital Work in Progress, 1.02 , -   , 0.02 , 0.06 , 0.15 , 0.29 , 0.32 , 0.34 , 0.37 , 0.32 
Investments, 37.19 , 33.88 , 31.11 , 31.23 , 31.61 , 34.36 , 34.36 , 44.21 , 53.13 , 78.61 
Other Assets, 2.81 , 3.23 , 28.47 , 41.38 , 44.42 , 32.51 , 24.34 , 39.31 , 32.42 , 20.57 
Total, 71.99 , 65.40 , 137.20 , 147.94 , 143.64 , 126.91 , 117.12 , 136.96 , 133.81 , 142.42 
,,,,,,,,,,
Working Capital, (9.63), (8.65), (66.30), 12.10 , 17.25 , 6.69 , 0.76 , 17.31 , 12.95 , (3.85)
Debtors, 0.38 , 0.95 , 11.62 , 11.69 , 4.80 , 3.37 , 15.58 , 30.56 , 25.05 , 7.62 
Inventory, -   , -   , -   , -   , -   , 0.69 , 0.64 , 0.57 , 0.54 , 0.48 
,,,,,,,,,,
Debtor Days, -   , -   , 275.95 , 168.25 , 58.13 , 43.07 , 371.19 , 798.45 , 332.84 , 83.02 
Inventory Turnover, -   , -   , -   , -   , -   , 41.39 , 23.94 , 24.51 , 50.87 , 69.79 
,,,,,,,,,,
Return on Equity,2%,1%,2%,5%,5%,3%,-7%,-4%,3%,-2%
Return on Capital Emp,,3%,11%,17%,12%,10%,3%,5%,6%,3%
,,,,,,,,,,
