ASIAN PAINTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 4,070.22 "," 4,890.71 "," 6,044.26 "," 7,595.13 "," 8,538.59 "," 9,935.70 "," 11,109.97 "," 11,830.33 "," 12,647.11 "," 14,167.86 "," 16,391.78 "," 16,391.78 "," 15,551.64 "
Expenses," 3,509.62 "," 3,875.51 "," 4,886.01 "," 6,242.89 "," 6,987.92 "," 8,165.50 "," 9,122.99 "," 9,415.15 "," 9,972.83 "," 11,241.69 "," 13,083.83 "," 12,991.87 "," 12,570.79 "
Operating Profit, 560.60 ," 1,015.20 "," 1,158.25 "," 1,352.24 "," 1,550.67 "," 1,770.20 "," 1,986.98 "," 2,415.18 "," 2,674.28 "," 2,926.17 "," 3,307.95 "," 3,399.91 "," 2,980.85 "
Other Income, 58.39 , 169.31 , 74.90 , 141.49 , 126.12 , 173.66 , 200.86 , 249.43 , 300.17 , 274.59 , 278.81 , -   , -   
Depreciation, 57.15 , 60.74 , 94.48 , 99.49 , 126.98 , 212.32 , 223.11 , 234.51 , 295.43 , 311.11 , 382.18 , 382.18 , 382.18 
Interest, 15.91 , 19.10 , 16.34 , 31.31 , 33.93 , 28.97 , 31.16 , 27.00 , 22.30 , 23.82 , 30.01 , 30.01 , 30.01 
Profit before tax, 545.93 ," 1,104.67 "," 1,122.33 "," 1,362.93 "," 1,515.88 "," 1,702.57 "," 1,933.57 "," 2,403.10 "," 2,656.72 "," 2,865.83 "," 3,174.57 "," 2,987.72 "," 2,568.66 "
Tax, 183.57 , 330.17 , 347.18 , 404.54 , 465.88 , 533.51 , 606.17 , 780.29 , 855.00 , 971.03 ," 1,039.81 ",33%,33%
Net profit, 362.36 , 774.50 , 775.15 , 958.39 ," 1,050.00 "," 1,169.06 "," 1,327.40 "," 1,622.81 "," 1,801.72 "," 1,894.80 "," 2,134.76 "," 2,009.11 "," 1,727.31 "
EPS, 3.78 , 8.07 , 8.08 , 9.99 , 10.95 , 12.19 , 13.84 , 16.92 , 18.78 , 19.75 , 22.26 , 20.95 , 18.01 
Price to earning, 22.61 , 25.47 , 32.15 , 33.70 , 42.88 , 43.55 , 58.40 , 51.54 , 57.33 , 58.89 , 61.42 , 61.42 , 44.36 
Price, 85.40 , 205.68 , 259.78 , 336.76 , 469.34 , 530.75 , 808.12 , 871.95 ," 1,076.88 "," 1,163.35 "," 1,366.85 "," 1,286.40 ", 798.77 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,46.32%,33.44%,39.60%,40.03%,42.02%,43.49%,44.08%,44.33%,54.84%,44.04%,,,
OPM,13.77%,20.76%,19.16%,17.80%,18.16%,17.82%,17.88%,20.42%,21.15%,20.65%,20.18%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,14.86%,12.94%,10.66%,8.44%,15.70%,15.70%,8.44%
,,,,,,OPM,19.17%,19.35%,19.72%,20.74%,20.18%,20.74%,19.17%
,,,,,,Price to Earning, 44.36 , 50.96 , 55.19 , 57.29 , 61.42 , 61.42 , 44.36 
