HSIL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 590.30 , 770.99 ," 1,027.98 "," 1,312.16 "," 1,538.01 "," 1,707.79 "," 1,817.15 "," 1,959.35 "," 2,071.63 "," 2,249.51 "," 2,709.65 "," 2,709.65 "," 2,449.32 "
Expenses, 487.02 , 645.69 , 814.96 ," 1,059.41 "," 1,278.46 "," 1,440.41 "," 1,475.72 "," 1,652.26 "," 1,779.42 "," 1,979.31 "," 2,393.46 "," 2,334.51 "," 2,163.51 "
Operating Profit, 103.28 , 125.30 , 213.02 , 252.75 , 259.55 , 267.38 , 341.43 , 307.09 , 292.21 , 270.20 , 316.19 , 375.14 , 285.81 
Other Income, (2.02), 13.51 , 3.57 , 5.53 , 28.21 , 3.74 , 3.62 , 30.33 , 1.65 , 5.37 , 29.89 , -   , -   
Depreciation, 27.84 , 49.04 , 53.50 , 56.70 , 85.08 , 105.70 , 119.25 , 114.43 , 110.83 , 114.04 , 150.98 , 150.98 , 150.98 
Interest, 16.64 , 40.09 , 35.63 , 38.91 , 63.94 , 67.89 , 73.55 , 41.05 , 33.36 , 55.76 , 87.48 , 87.48 , 87.48 
Profit before tax, 56.78 , 65.68 , 127.46 , 162.67 , 138.75 , 97.52 , 152.25 , 181.95 , 149.66 , 105.76 , 107.62 , 136.68 , 47.35 
Tax, 16.63 , 13.25 , 40.11 , 52.57 , 39.63 , 41.32 , 48.10 , 65.67 , 46.64 , 31.00 , 37.16 ,35%,35%
Net profit, 40.15 , 52.43 , 87.35 , 110.10 , 99.12 , 56.20 , 104.15 , 116.28 , 103.01 , 74.76 , 70.46 , 89.48 , 31.00 
EPS, 7.30 , 9.53 , 13.22 , 16.67 , 15.01 , 8.51 , 14.41 , 16.08 , 14.25 , 10.34 , 9.75 , 12.38 , 4.29 
Price to earning, 4.11 , 8.76 , 11.20 , 9.71 , 6.63 , 16.63 , 29.97 , 18.67 , 24.40 , 38.09 , 30.44 , 30.44 , 18.05 
Price, 29.95 , 83.46 , 148.10 , 161.79 , 99.55 , 141.51 , 431.69 , 300.21 , 347.68 , 393.83 , 296.70 , 376.81 , 77.42 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,21.94%,21.00%,18.90%,18.00%,20.00%,35.27%,24.29%,24.87%,28.07%,38.68%,,,
OPM,17.50%,16.25%,20.72%,19.26%,16.88%,15.66%,18.79%,15.67%,14.11%,12.01%,11.67%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,16.03%,11.84%,7.90%,7.37%,20.46%,20.46%,7.37%
,,,,,,OPM,16.17%,15.73%,15.08%,13.84%,11.67%,13.84%,11.67%
,,,,,,Price to Earning, 18.05 , 21.82 , 26.37 , 27.90 , 30.44 , 30.44 , 18.05 
