FINOLEX CABLES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,341.51 "," 1,618.72 "," 2,035.75 "," 2,064.16 "," 2,270.68 "," 2,359.04 "," 2,449.09 "," 2,360.32 "," 2,444.84 "," 2,815.12 "," 3,050.67 "," 3,241.48 "," 2,949.11 "
Expenses," 1,273.36 "," 1,434.71 "," 1,864.49 "," 1,892.10 "," 2,044.88 "," 2,110.85 "," 2,189.32 "," 2,021.43 "," 2,073.41 "," 2,392.80 "," 2,610.08 "," 2,759.68 "," 2,615.44 "
Operating Profit, 68.15 , 184.01 , 171.26 , 172.06 , 225.80 , 248.19 , 259.77 , 338.89 , 371.43 , 422.32 , 440.59 , 481.80 , 333.67 
Other Income, (28.16), (39.79), (6.18), 2.75 , 5.02 , 58.73 , 80.99 , 64.44 , 100.21 , 127.40 , 121.47 , -   , -   
Depreciation, 38.76 , 37.23 , 38.78 , 39.47 , 46.63 , 48.43 , 63.96 , 57.99 , 48.03 , 43.80 , 40.37 , 40.37 , 40.37 
Interest, 32.40 , 18.69 , 19.12 , 26.07 , 13.38 , 14.48 , 13.65 , 8.95 , 4.29 , 1.44 , 2.09 , 2.09 , 2.09 
Profit before tax, (30.08), 89.17 , 107.18 , 109.27 , 170.81 , 244.01 , 263.15 , 336.39 , 419.32 , 504.48 , 519.60 , 439.34 , 291.21 
Tax, 5.41 , 31.54 , 20.37 , 11.08 , 25.54 , 36.33 , 64.49 , 87.53 , 103.44 , 146.28 , 178.65 ,34%,34%
Net profit, (35.49), 57.63 , 86.81 , 98.19 , 145.27 , 207.68 , 198.66 , 248.86 , 315.88 , 358.20 , 340.95 , 288.28 , 191.08 
EPS, (2.32), 3.77 , 5.68 , 6.42 , 9.50 , 13.58 , 12.99 , 16.27 , 20.65 , 23.42 , 22.29 , 18.85 , 12.49 
Price to earning, (10.36), 14.80 , 9.21 , 5.12 , 5.25 , 8.74 , 21.46 , 17.42 , 25.91 , 29.74 , 21.20 , 23.57 , 15.89 
Price, 24.05 , 55.75 , 52.25 , 32.90 , 49.90 , 118.68 , 278.75 , 283.40 , 535.24 , 696.52 , 472.70 , 444.26 , 198.47 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,15.93%,12.34%,12.47%,12.63%,11.78%,13.86%,15.37%,14.52%,17.08%,,,
OPM,5.08%,11.37%,8.41%,8.34%,9.94%,10.52%,10.61%,14.36%,15.19%,15.00%,14.44%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.58%,4.74%,4.39%,4.75%,15.15%,15.15%,4.39%
,,,,,,OPM,11.31%,12.16%,13.20%,14.86%,14.44%,14.86%,11.31%
,,,,,,Price to Earning, 15.89 , 16.86 , 20.75 , 23.57 , 21.20 , 23.57 , 15.89 
