KESORAM INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 3,779.86 "," 4,574.92 "," 5,211.83 "," 5,645.65 "," 5,710.82 "," 5,080.91 "," 4,617.55 "," 4,100.29 "," 3,676.50 "," 3,587.11 "," 3,878.66 "," 3,878.66 "," 3,242.65 "
Expenses," 3,213.96 "," 3,948.05 "," 4,949.09 "," 5,743.57 "," 5,398.70 "," 4,794.82 "," 4,503.84 "," 4,382.87 "," 3,652.83 "," 3,656.38 "," 3,682.98 "," 3,682.98 "," 3,235.89 "
Operating Profit, 565.90 , 626.87 , 262.74 , (97.92), 312.12 , 286.09 , 113.71 , (282.58), 23.67 , (69.27), 195.68 , 195.68 , 6.75 
Other Income, 75.94 , 130.46 , 121.06 , 95.22 , 130.98 , 124.54 , 474.02 ," 1,219.54 ", 227.37 , 153.23 , 109.65 , -   , -   
Depreciation, 111.86 , 172.80 , 272.58 , 297.40 , 305.93 , 318.10 , 273.88 , 122.31 , 123.05 , 128.23 , 133.08 , 133.08 , 133.08 
Interest, 120.87 , 109.03 , 263.57 , 410.15 , 514.36 , 572.83 , 680.53 , 677.53 , 282.10 , 421.24 , 438.45 , 438.45 , 438.45 
Profit before tax, 409.11 , 475.50 , (152.35), (710.25), (377.19), (480.30), (366.68), 137.12 , (154.11), (465.51), (266.20), (375.85), (564.78)
Tax, 30.37 , 238.16 , 57.86 , (330.51), (47.96), 35.25 , -   , -   , 0.76 , (2.00), (11.95),0%,0%
Net profit, 378.74 , 237.34 , (210.21), (379.74), (329.23), (515.55), (366.68), 137.12 , (154.87), (463.51), (254.25), (375.85), (564.78)
EPS, 82.80 , 51.89 , (45.95), (83.02), (71.98), (46.97), (33.40), 11.69 , (13.21), (33.75), (17.83), (26.36), (39.61)
Price to earning, 1.49 , 5.85 , (3.79), (1.20), (0.98), (1.56), (3.83), 9.76 , (11.94), (3.60), -   , 9.76 , -   
Price, 123.03 , 303.57 , 174.32 , 99.77 , 70.60 , 73.39 , 127.79 , 114.16 , 157.64 , 121.48 , 72.25 , (257.34), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,6.64%,10.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,14.97%,13.70%,5.04%,0.00%,5.47%,5.63%,2.46%,0.00%,0.64%,0.00%,5.05%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-0.58%,-5.20%,-8.88%,-8.07%,8.13%,8.13%,-8.88%
,,,,,,OPM,4.76%,2.27%,2.01%,0.21%,5.05%,5.05%,0.21%
,,,,,,Price to Earning, 5.70 , 9.76 , 9.76 , 9.76 , -   , 9.76 , -   
