ARROW GREENTECH LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 5.24 , 5.29 , 5.35 , 10.70 , 11.74 , 11.74 , 11.74 , 11.74 , 11.74 , 11.74 
Reserves, 5.66 , 4.71 , 5.14 , 4.19 , 4.61 , 7.23 , 10.25 , 15.73 , 29.76 , 38.30 
Borrowings, 7.54 , 7.74 , 8.53 , 9.44 , 2.57 , 0.13 , -   , -   , -   , -   
Other Liabilities, 4.10 , 3.53 , 2.23 , 2.71 , 5.02 , 6.61 , 9.06 , 5.88 , 6.08 , 5.72 
Total, 22.54 , 21.27 , 21.25 , 27.04 , 23.94 , 25.71 , 31.05 , 33.35 , 47.58 , 55.76 
,,,,,,,,,,
Net Block, 2.67 , 2.67 , 2.96 , 1.54 , 2.30 , 3.04 , 5.46 , 5.12 , 16.40 , 15.54 
Capital Work in Progress, 0.08 , 0.08 , -   , 1.49 , 0.95 , 0.89 , 1.11 , 1.32 , 1.19 , 0.66 
Investments, 0.27 , 0.27 , 0.29 , 0.39 , 0.39 , 7.43 , 15.45 , 15.85 , 18.72 , 25.55 
Other Assets, 19.52 , 18.25 , 18.00 , 23.62 , 20.30 , 14.35 , 9.03 , 11.06 , 11.27 , 14.01 
Total, 22.54 , 21.27 , 21.25 , 27.04 , 23.94 , 25.71 , 31.05 , 33.35 , 47.58 , 55.76 
,,,,,,,,,,
Working Capital, 15.42 , 14.72 , 15.77 , 20.91 , 15.28 , 7.74 , (0.03), 5.18 , 5.19 , 8.29 
Debtors, 10.82 , 7.22 , 5.13 , 4.59 , 3.15 , 0.44 , 0.50 , 0.57 , 1.74 , 3.05 
Inventory, 3.98 , 3.90 , 4.32 , 3.89 , 3.95 , 3.12 , 0.70 , 0.94 , 1.93 , 4.49 
,,,,,,,,,,
Debtor Days, 860.41 ," 1,311.09 ", 560.61 , 422.00 , 116.73 , 9.24 , 9.18 , 9.18 , 20.57 , 28.74 
Inventory Turnover, 1.15 , 0.52 , 0.77 , 1.02 , 2.49 , 5.57 , 28.41 , 24.11 , 16.00 , 8.63 
,,,,,,,,,,
Return on Equity,-3%,-9%,-1%,-6%,10%,24%,30%,41%,33%,30%
Return on Capital Emp,,-3%,1%,-2%,9%,32%,46%,64%,49%,40%
,,,,,,,,,,
