DB (INTERNATIONAL) STOCK BROKERS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 3.00 , 7.00 , 7.00 , 7.00 , 7.00 , 7.00 , 7.00 , 7.00 , 7.00 , 7.00 
Reserves, 9.93 , 17.88 , 18.67 , 19.84 , 25.28 , 31.17 , 32.79 , 33.49 , 33.76 , 34.37 
Borrowings, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 3.57 , 7.24 , 6.17 , 5.78 , 5.10 , 14.68 , 22.92 , 10.01 , 2.99 , 5.90 
Total, 16.50 , 32.12 , 31.84 , 32.62 , 37.38 , 52.85 , 62.71 , 50.50 , 43.75 , 47.27 
,,,,,,,,,,
Net Block, 0.91 , 1.81 , 2.03 , 1.64 , 1.16 , 0.85 , 0.36 , 0.36 , 0.30 , 3.58 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, -   , 0.04 , 0.19 , 0.17 , 0.72 , 0.62 , 0.62 , 0.62 , 0.62 , 1.87 
Other Assets, 15.59 , 30.27 , 29.62 , 30.81 , 35.50 , 51.38 , 61.73 , 49.52 , 42.83 , 41.82 
Total, 16.50 , 32.12 , 31.84 , 32.62 , 37.38 , 52.85 , 62.71 , 50.50 , 43.75 , 47.27 
,,,,,,,,,,
Working Capital, 12.02 , 23.03 , 23.45 , 25.03 , 30.40 , 36.70 , 38.81 , 39.51 , 39.84 , 35.92 
Debtors, 0.36 , 0.93 , 0.90 , 0.24 , 0.20 , 0.25 , 0.42 , 0.20 , 0.32 , 0.27 
Inventory, -   , -   , -   , -   , -   , 7.02 , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 21.83 , 41.40 , 29.51 , 7.27 , 5.18 , 7.66 , 17.91 , 12.19 , 24.85 , 16.79 
Inventory Turnover, -   , -   , -   , -   , -   , 1.70 , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,2%,5%,6%,9%,21%,12%,5%,2%,1%,1%
Return on Capital Emp,,10%,11%,13%,30%,19%,9%,3%,1%,2%
,,,,,,,,,,
