JMC PROJECTS (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 18.14 , 21.77 , 26.12 , 26.12 , 26.12 , 26.12 , 26.12 , 33.58 , 33.58 , 33.58 
Reserves, 160.16 , 228.98 , 350.52 , 396.35 , 410.99 , 429.29 , 450.18 , 604.25 , 656.15 , 755.41 
Borrowings, 196.43 , 169.91 , 186.66 , 288.34 , 384.06 , 429.41 , 668.82 , 735.98 , 637.24 , 736.60 
Other Liabilities, 447.05 , 467.01 , 712.35 , 638.50 , 744.17 , 974.54 ," 1,113.19 "," 1,333.34 "," 1,506.56 "," 1,890.15 "
Total, 821.78 , 887.67 ," 1,275.65 "," 1,349.31 "," 1,565.34 "," 1,859.36 "," 2,258.31 "," 2,707.15 "," 2,833.53 "," 3,415.74 "
,,,,,,,,,,
Net Block, 220.22 , 209.66 , 226.04 , 272.04 , 256.00 , 274.84 , 318.18 , 348.58 , 365.58 , 422.06 
Capital Work in Progress, 2.03 , 7.78 , 5.12 , 2.21 , 3.64 , 9.29 , 0.08 , 0.24 , 5.86 , 0.12 
Investments, 3.42 , 6.86 , 86.90 , 117.81 , 170.68 , 187.84 , 189.12 , 179.70 , 178.88 , 416.38 
Other Assets, 596.11 , 663.37 , 957.59 , 957.25 ," 1,135.02 "," 1,387.39 "," 1,750.93 "," 2,178.63 "," 2,283.21 "," 2,577.18 "
Total, 821.78 , 887.67 ," 1,275.65 "," 1,349.31 "," 1,565.34 "," 1,859.36 "," 2,258.31 "," 2,707.15 "," 2,833.53 "," 3,415.74 "
,,,,,,,,,,
Working Capital, 149.06 , 196.36 , 245.24 , 318.75 , 390.85 , 412.85 , 637.74 , 845.29 , 776.65 , 687.03 
Debtors, 431.95 , 493.38 , 509.25 , 302.83 , 321.53 , 351.97 , 412.49 , 668.80 , 657.63 , 735.75 
Inventory, 80.85 , 66.87 , 130.10 , 211.99 , 211.44 , 242.36 , 251.53 , 158.58 , 179.46 , 192.29 
,,,,,,,,,,
Debtor Days, 120.45 , 137.55 , 134.68 , 53.39 , 46.28 , 48.40 , 62.74 , 101.68 , 103.09 , 97.45 
Inventory Turnover, 16.19 , 19.58 , 10.61 , 9.77 , 11.99 , 10.95 , 9.54 , 15.14 , 12.97 , 14.33 
,,,,,,,,,,
Return on Equity,21%,16%,11%,12%,4%,5%,6%,7%,8%,13%
Return on Capital Emp,,21%,17%,19%,10%,11%,13%,14%,13%,17%
,,,,,,,,,,
