CENTRAL DEPOSITORY SERVICES (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 104.50 , 104.50 , 104.50 , 104.50 , 104.50 , 104.50 , 104.50 , 104.50 , 104.50 , 104.50 
Reserves, 93.50 , 126.39 , 159.85 , 189.09 , 205.74 , 222.69 , 272.58 , 321.70 , 357.79 , 397.75 
Borrowings, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 33.43 , 38.36 , 42.03 , 51.35 , 73.51 , 86.82 , 82.88 , 61.87 , 61.50 , 74.50 
Total, 231.43 , 269.25 , 306.38 , 344.94 , 383.75 , 414.01 , 459.96 , 488.07 , 523.79 , 576.75 
,,,,,,,,,,
Net Block, 10.98 , 11.91 , 7.55 , 5.24 , 7.85 , 8.02 , 5.81 , 3.59 , 4.82 , 74.79 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 121.57 , 222.51 , 204.89 , 292.17 , 323.42 , 346.64 , 380.60 , 408.08 , 461.81 , 428.58 
Other Assets, 98.88 , 34.83 , 93.94 , 47.53 , 52.48 , 59.35 , 73.55 , 76.40 , 57.16 , 73.38 
Total, 231.43 , 269.25 , 306.38 , 344.94 , 383.75 , 414.01 , 459.96 , 488.07 , 523.79 , 576.75 
,,,,,,,,,,
Working Capital, 65.45 , (3.53), 51.91 , (3.82), (21.03), (27.47), (9.33), 14.53 , (4.34), (1.12)
Debtors, 2.87 , 4.60 , 4.86 , 4.43 , 3.50 , 3.33 , 3.71 , 9.77 , 8.93 , 11.31 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 13.95 , 16.64 , 17.58 , 15.93 , 12.39 , 11.70 , 14.17 , 31.13 , 21.21 , 23.34 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,17%,21%,18%,16%,13%,13%,12%,18%,15%,15%
Return on Capital Emp,,31%,28%,24%,18%,16%,18%,28%,21%,22%
,,,,,,,,,,
