INDO RAMA SYNTHETICS (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 151.82 , 151.82 , 151.82 , 151.82 , 151.82 , 151.82 , 151.82 , 151.82 , 151.82 , 151.82 
Reserves, 363.62 , 356.88 , 447.67 , 447.51 , 456.63 , 441.89 , 402.09 , 452.38 , 349.88 , 267.86 
Borrowings," 1,013.39 ", 871.06 , 608.48 , 587.21 , 566.04 , 511.02 , 372.54 , 321.06 , 307.31 , 366.45 
Other Liabilities, 856.07 , 871.10 ," 1,227.76 ", 927.56 , 871.16 , 818.00 , 828.10 ," 1,058.19 ", 982.29 , 886.37 
Total," 2,384.90 "," 2,250.86 "," 2,435.73 "," 2,114.10 "," 2,045.65 "," 1,922.73 "," 1,754.55 "," 1,983.45 "," 1,791.30 "," 1,672.50 "
,,,,,,,,,,
Net Block," 1,662.57 "," 1,462.88 "," 1,322.34 "," 1,274.48 "," 1,173.02 "," 1,059.72 ", 938.61 , 934.77 , 898.02 , 839.72 
Capital Work in Progress, 3.38 , 6.75 , 8.44 , 26.57 , 2.65 , 0.17 , 3.22 , 16.50 , 10.88 , 2.67 
Investments, 17.17 , 17.24 , 17.64 , 14.83 , 47.29 , 41.18 , 44.13 , 61.04 , 1.22 , 0.90 
Other Assets, 701.78 , 763.99 ," 1,087.31 ", 798.22 , 822.69 , 821.66 , 768.59 , 971.14 , 881.18 , 829.21 
Total," 2,384.90 "," 2,250.86 "," 2,435.73 "," 2,114.10 "," 2,045.65 "," 1,922.73 "," 1,754.55 "," 1,983.45 "," 1,791.30 "," 1,672.50 "
,,,,,,,,,,
Working Capital, (154.29), (107.11), (140.45), (129.34), (48.47), 3.66 , (59.51), (87.05), (101.11), (57.16)
Debtors, 68.85 , 85.16 , 101.68 , 96.05 , 87.53 , 111.79 , 115.00 , 198.09 , 133.20 , 110.90 
Inventory, 169.16 , 289.21 , 682.01 , 363.60 , 303.60 , 293.61 , 273.48 , 256.71 , 194.58 , 116.21 
,,,,,,,,,,
Debtor Days, 10.31 , 12.34 , 13.30 , 11.82 , 10.99 , 15.49 , 15.22 , 28.63 , 19.77 , 18.01 
Inventory Turnover, 14.41 , 8.71 , 4.09 , 8.16 , 9.58 , 8.97 , 10.08 , 9.84 , 12.64 , 19.34 
,,,,,,,,,,
Return on Equity,-19%,1%,23%,5%,7%,-1%,-4%,6%,-17%,-20%
Return on Capital Emp,,6%,21%,8%,7%,1%,1%,-5%,-5%,-4%
,,,,,,,,,,
