SONA KOYO STEERING SYSTEMS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 19.87 , 19.87 , 19.87 , 19.87 , 19.87 , 19.87 , 19.87 , 19.87 , 19.87 , 19.87 
Reserves, 146.80 , 161.49 , 183.89 , 207.71 , 223.21 , 246.56 , 242.28 , 255.32 , 278.72 , 297.64 
Borrowings, 238.99 , 219.13 , 211.72 , 235.44 , 307.59 , 275.72 , 256.65 , 279.38 , 245.49 , 228.68 
Other Liabilities, 172.42 , 178.03 , 216.70 , 253.91 , 238.35 , 240.32 , 220.10 , 221.24 , 223.53 , 198.43 
Total, 578.08 , 578.52 , 632.18 , 716.93 , 789.02 , 782.47 , 738.90 , 775.81 , 767.61 , 744.62 
,,,,,,,,,,
Net Block, 307.14 , 299.80 , 308.85 , 373.30 , 420.98 , 421.47 , 405.68 , 437.81 , 443.46 , 413.27 
Capital Work in Progress, 19.99 , 19.62 , 24.04 , 40.87 , 31.47 , 67.43 , 62.15 , 38.12 , 21.29 , 9.78 
Investments, 58.74 , 71.34 , 67.88 , 67.88 , 68.77 , 34.63 , 35.48 , 35.28 , 33.73 , 32.88 
Other Assets, 192.21 , 187.76 , 231.41 , 234.88 , 267.80 , 258.94 , 235.59 , 264.60 , 269.13 , 288.69 
Total, 578.08 , 578.52 , 632.18 , 716.93 , 789.02 , 782.47 , 738.90 , 775.81 , 767.61 , 744.62 
,,,,,,,,,,
Working Capital, 19.79 , 9.73 , 14.71 , (19.03), 29.45 , 18.62 , 15.49 , 43.36 , 45.60 , 90.26 
Debtors, 80.70 , 91.31 , 111.96 , 125.65 , 155.80 , 139.09 , 116.65 , 138.36 , 149.53 , 181.73 
Inventory, 28.23 , 39.02 , 47.25 , 38.76 , 54.46 , 71.08 , 71.62 , 71.48 , 78.09 , 78.80 
,,,,,,,,,,
Debtor Days, 42.49 , 39.20 , 39.49 , 40.21 , 50.84 , 48.68 , 39.47 , 46.87 , 46.86 , 54.72 
Inventory Turnover, 24.55 , 21.79 , 21.90 , 29.43 , 20.54 , 14.67 , 15.06 , 15.07 , 14.91 , 15.38 
,,,,,,,,,,
Return on Equity,-19%,12%,18%,17%,13%,19%,7%,9%,8%,10%
Return on Capital Emp,,17%,20%,20%,16%,17%,9%,11%,11%,13%
,,,,,,,,,,
