HMT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 760.35 , 760.35 , 760.35 , 760.35 , 760.35 , 760.35 ," 1,204.09 "," 1,204.09 "," 1,204.09 "," 1,204.09 "
Reserves, (453.20), (506.11), (585.35), (667.54), (812.92), (725.71), (823.75), (865.76)," (1,101.76)"," (1,103.80)"
Borrowings, 573.12 , 620.91 , 475.68 , 531.33 , 559.31 , 98.28 , 116.46 , 76.39 , 494.76 , 604.14 
Other Liabilities, 643.76 , 663.49 , 813.74 , 887.87 , 981.61 ," 1,342.10 ", 939.10 , 465.27 , 336.63 , 229.23 
Total," 1,524.03 "," 1,538.64 "," 1,464.42 "," 1,512.01 "," 1,488.35 "," 1,475.02 "," 1,435.90 ", 879.99 , 933.72 , 933.66 
,,,,,,,,,,
Net Block, 39.06 , 39.46 , 36.08 , 35.07 , 31.59 , 28.31 , 23.96 , 22.24 , 19.45 , 17.11 
Capital Work in Progress, 1.87 , 0.82 , 2.60 , -   , -   , -   , 0.04 , 0.04 , -   , -   
Investments, 765.71 , 765.56 , 765.56 , 765.56 , 765.56 , 763.90 , 763.90 , 764.26 , 720.29 , 720.42 
Other Assets, 717.39 , 732.80 , 660.18 , 711.38 , 691.20 , 682.81 , 648.00 , 93.45 , 193.98 , 196.13 
Total," 1,524.03 "," 1,538.64 "," 1,464.42 "," 1,512.01 "," 1,488.35 "," 1,475.02 "," 1,435.90 ", 879.99 , 933.72 , 933.66 
,,,,,,,,,,
Working Capital, 73.63 , 69.31 , (153.56), (176.49), (290.41), (659.29), (291.10), (371.82), (142.65), (33.10)
Debtors, 74.44 , 68.64 , 69.37 , 64.54 , 35.30 , 30.96 , 20.90 , 15.43 , 5.95 , 4.41 
Inventory, 46.69 , 35.12 , 32.96 , 61.33 , 38.14 , 48.81 , 39.15 , 25.22 , 24.12 , 25.85 
,,,,,,,,,,
Debtor Days, 170.52 , 132.13 , 127.26 , 149.59 , 132.05 , 146.47 , 129.65 , 811.52 , 214.18 , 108.98 
Inventory Turnover, 3.41 , 5.40 , 6.04 , 2.57 , 2.56 , 1.58 , 1.50 , 0.28 , 0.42 , 0.57 
,,,,,,,,,,
Return on Equity,-23%,-21%,-45%,-89%,,252%,-25%,-5%,-234%,-7%
Return on Capital Emp,,-4%,0%,1%,-7%,38%,-25%,-3%,-50%,-1%
,,,,,,,,,,
