KRBL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,191.97 "," 1,572.59 "," 1,538.08 "," 1,601.92 "," 2,051.33 "," 2,762.71 "," 3,058.76 "," 3,344.64 "," 3,143.92 "," 3,239.50 "," 4,119.57 "," 4,119.57 "," 3,319.09 "
Expenses," 1,064.83 "," 1,381.10 "," 1,318.39 "," 1,353.99 "," 1,763.59 "," 2,360.43 "," 2,576.36 "," 2,897.79 "," 2,497.10 "," 2,467.24 "," 3,269.05 "," 3,269.05 "," 2,779.04 "
Operating Profit, 127.14 , 191.49 , 219.69 , 247.93 , 287.74 , 402.28 , 482.40 , 446.85 , 646.82 , 772.26 , 850.52 , 850.52 , 540.05 
Other Income, 6.42 , 4.51 , 10.53 , (47.63), 37.88 , 61.90 , (0.59), 92.17 , 6.07 , 40.07 , 14.90 , -   , -   
Depreciation, 23.55 , 27.58 , 35.95 , 44.51 , 50.55 , 57.64 , 52.68 , 49.76 , 61.35 , 67.68 , 64.38 , 64.38 , 64.38 
Interest, 90.51 , 42.31 , 47.56 , 71.89 , 77.51 , 76.00 , 80.86 , 67.41 , 54.82 , 69.23 , 67.81 , 67.81 , 67.81 
Profit before tax, 72.99 , 132.53 , 153.22 , 93.37 , 204.80 , 336.62 , 353.23 , 425.09 , 539.28 , 682.35 , 733.23 , 718.33 , 407.86 
Tax, 26.65 , 25.42 , 37.71 , 22.22 , 54.34 , 71.31 , 72.37 , 97.66 , 138.16 , 220.57 , 229.97 ,31%,31%
Net profit, 46.34 , 107.11 , 115.51 , 71.15 , 150.46 , 265.31 , 280.86 , 327.44 , 401.12 , 461.78 , 503.26 , 493.03 , 279.94 
EPS, 1.91 , 4.39 , 4.73 , 2.92 , 6.20 , 11.23 , 11.89 , 13.86 , 16.98 , 19.55 , 21.38 , 20.95 , 11.89 
Price to earning, 3.06 , 5.93 , 6.64 , 6.81 , 3.79 , 4.92 , 14.76 , 15.43 , 24.73 , 22.67 , 16.73 , 19.89 , 11.41 
Price, 5.83 , 26.02 , 31.43 , 19.87 , 23.46 , 55.31 , 175.50 , 213.91 , 419.94 , 443.14 , 357.75 , 416.66 , 135.66 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,10.51%,6.82%,6.32%,10.26%,12.89%,10.67%,14.25%,13.66%,12.32%,11.72%,,,
OPM,10.67%,12.18%,14.28%,15.48%,14.03%,14.56%,15.77%,13.36%,20.57%,23.84%,20.65%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,11.75%,11.23%,9.57%,1.93%,27.17%,27.17%,1.93%
,,,,,,OPM,16.27%,17.11%,17.69%,19.18%,20.65%,20.65%,16.27%
,,,,,,Price to Earning, 11.41 , 13.73 , 16.54 , 19.89 , 16.73 , 19.89 , 11.41 
