DCM LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 213.17 , 237.37 , 311.32 , 347.32 , 386.18 , 468.92 , 576.42 , 899.54 , 950.62 , 959.32 ," 1,066.66 "," 1,136.85 "," 1,078.67 "
Expenses, 203.92 , 217.35 , 252.26 , 339.91 , 330.42 , 411.76 , 526.31 , 843.70 , 902.10 , 941.41 ," 1,003.80 "," 1,069.86 "," 1,031.73 "
Operating Profit, 9.25 , 20.02 , 59.06 , 7.41 , 55.76 , 57.16 , 50.11 , 55.84 , 48.52 , 17.91 , 62.86 , 67.00 , 46.94 
Other Income, 13.62 , 54.39 , 3.46 , 26.78 , 10.29 , 22.20 , 7.55 , 13.29 , 15.65 , 8.91 , 11.20 , -   , -   
Depreciation, 8.22 , 7.84 , 9.57 , 9.90 , 10.20 , 11.53 , 24.86 , 36.40 , 36.37 , 36.24 , 34.78 , 34.78 , 34.78 
Interest, 7.51 , 7.72 , 14.30 , 19.76 , 14.98 , 12.43 , 20.11 , 32.56 , 30.18 , 26.13 , 26.80 , 26.80 , 26.80 
Profit before tax, 7.14 , 58.85 , 38.65 , 4.53 , 40.86 , 55.40 , 12.70 , 0.18 , (2.37), (35.55), 12.48 , 5.42 , (14.64)
Tax, 1.06 , (6.85), 12.89 , (0.91), 11.85 , 19.19 , (1.22), (3.11), 0.14 , (0.01), 2.59 ,21%,21%
Net profit, 6.08 , 65.70 , 25.76 , 5.44 , 29.01 , 36.20 , 13.92 , 3.29 , (2.51), (35.54), 9.89 , 4.29 , (11.60)
EPS, 3.50 , 37.80 , 14.82 , 3.13 , 16.69 , 20.83 , 8.01 , 1.89 , (1.34), (19.03), 5.30 , 2.30 , (6.21)
Price to earning, 5.12 , 1.51 , 5.71 , 30.89 , 3.96 , 4.00 , 11.62 , 48.29 , (96.83), (5.16), 15.04 , 31.67 , 14.02 
Price, 17.92 , 57.13 , 84.62 , 96.69 , 66.15 , 83.31 , 93.11 , 91.42 , 130.12 , 98.15 , 79.65 , 72.78 , (87.04)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,16.85%,79.78%,17.96%,14.39%,37.43%,79.33%,0.00%,0.00%,,,
OPM,4.34%,8.43%,18.97%,2.13%,14.44%,12.19%,8.69%,6.21%,5.10%,1.87%,5.89%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,18.19%,17.44%,19.96%,18.51%,11.19%,18.51%,11.19%
,,,,,,OPM,7.12%,6.38%,5.95%,4.35%,5.89%,5.89%,4.35%
,,,,,,Price to Earning, 14.02 , 18.97 , 19.74 , 31.67 , 15.04 , 31.67 , 14.02 
