DQ ENTERTAINMENT INTERNATIONAL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 1.42 , 79.28 , 79.28 , 79.28 , 79.28 , 79.28 , 79.28 , 79.28 , 79.28 , 79.28 
Reserves, 144.60 , 240.94 , 254.23 , 281.03 , 308.09 , 344.44 , 368.96 , 393.10 , 183.52 , 178.13 
Borrowings, 36.47 , 47.05 , 68.53 , 115.40 , 133.27 , 134.75 , 86.51 , 73.67 , 121.80 , 189.71 
Other Liabilities, 43.80 , 49.34 , 64.14 , 67.70 , 65.91 , 80.89 , 94.68 , 131.05 , 101.29 , 113.23 
Total, 226.29 , 416.61 , 466.18 , 543.41 , 586.55 , 639.36 , 629.43 , 677.10 , 485.89 , 560.35 
,,,,,,,,,,
Net Block, 76.36 , 108.69 , 160.58 , 155.39 , 150.52 , 112.72 , 98.46 , 95.37 , 71.00 , 54.38 
Capital Work in Progress, 62.67 , 40.27 , 24.74 , 30.70 , 28.61 , 41.91 , 34.03 , 10.19 , 4.36 , 2.58 
Investments, -   , 97.41 , 40.29 , 72.39 , 111.32 , 125.69 , 125.69 , 116.75 , 172.60 , 226.94 
Other Assets, 87.26 , 170.24 , 240.57 , 284.93 , 296.10 , 359.04 , 371.25 , 454.79 , 237.93 , 276.45 
Total, 226.29 , 416.61 , 466.18 , 543.41 , 586.55 , 639.36 , 629.43 , 677.10 , 485.89 , 560.35 
,,,,,,,,,,
Working Capital, 43.46 , 120.90 , 176.43 , 217.23 , 230.19 , 278.15 , 276.57 , 323.74 , 136.64 , 163.22 
Debtors, 41.57 , 70.77 , 75.04 , 113.76 , 182.99 , 267.32 , 309.65 , 383.02 , 134.04 , 136.46 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 101.28 , 174.39 , 169.39 , 207.82 , 335.96 , 542.64 , 622.47 , 817.37 , 565.86 , 519.59 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,11%,6%,4%,7%,7%,9%,6%,5%,-18%,-3%
Return on Capital Emp,,9%,7%,11%,9%,11%,10%,9%,-7%,0%
,,,,,,,,,,
