HISAR METAL INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 3.60 , 3.60 , 3.60 , 3.60 , 3.60 , 3.60 , 3.60 , 3.60 , 5.40 , 5.40 
Reserves, 6.47 , 8.37 , 8.48 , 8.25 , 7.85 , 8.66 , 9.55 , 9.51 , 9.70 , 14.01 
Borrowings, 38.02 , 45.44 , 45.77 , 60.76 , 55.56 , 51.67 , 70.47 , 58.09 , 64.15 , 64.54 
Other Liabilities, 6.60 , 31.17 , 13.78 , 18.56 , 12.32 , 23.73 , 10.46 , 9.14 , 8.40 , 22.45 
Total, 54.69 , 88.58 , 71.63 , 91.17 , 79.33 , 87.66 , 94.08 , 80.34 , 87.65 , 106.40 
,,,,,,,,,,
Net Block, 13.57 , 22.31 , 22.45 , 19.91 , 18.72 , 16.13 , 14.73 , 19.86 , 20.44 , 21.50 
Capital Work in Progress, 6.94 , -   , -   , 1.05 , -   , 2.09 , 6.18 , 1.76 , 0.07 , 0.70 
Investments, 0.01 , 0.01 , 0.01 , 0.01 , 0.01 , 0.01 , 0.01 , 0.01 , 0.01 , -   
Other Assets, 34.17 , 66.26 , 49.17 , 70.20 , 60.60 , 69.43 , 73.16 , 58.71 , 67.13 , 84.20 
Total, 54.69 , 88.58 , 71.63 , 91.17 , 79.33 , 87.66 , 94.08 , 80.34 , 87.65 , 106.40 
,,,,,,,,,,
Working Capital, 27.57 , 35.09 , 35.39 , 51.64 , 48.28 , 45.70 , 62.70 , 49.57 , 58.73 , 61.75 
Debtors, 21.07 , 33.18 , 29.00 , 37.95 , 31.02 , 34.93 , 41.68 , 28.76 , 29.44 , 38.49 
Inventory, 4.18 , 28.24 , 8.31 , 21.02 , 22.19 , 25.37 , 21.57 , 21.75 , 22.38 , 34.76 
,,,,,,,,,,
Debtor Days, 67.06 , 75.36 , 72.91 , 70.15 , 56.03 , 60.35 , 68.01 , 59.66 , 66.70 , 61.46 
Inventory Turnover, 27.44 , 5.69 , 17.47 , 9.39 , 9.11 , 8.33 , 10.37 , 8.09 , 7.20 , 6.58 
,,,,,,,,,,
Return on Equity,3%,19%,4%,2%,0%,10%,10%,3%,17%,26%
Return on Capital Emp,,17%,11%,13%,11%,12%,13%,9%,11%,16%
,,,,,,,,,,
