AKSHARCHEM (INDIA) LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 50.55 , 75.91 , 84.55 , 51.89 , 95.83 , 144.88 , 199.82 , 187.71 , 248.27 , 264.26 , 322.89 , 322.89 , 295.79 
Expenses, 57.29 , 77.80 , 81.79 , 53.67 , 89.72 , 112.11 , 172.53 , 155.48 , 170.79 , 222.59 , 288.40 , 253.09 , 264.20 
Operating Profit, (6.74), (1.89), 2.76 , (1.78), 6.11 , 32.77 , 27.29 , 32.23 , 77.48 , 41.67 , 34.49 , 69.80 , 31.60 
Other Income, 3.29 , 6.30 , 5.87 , 0.04 , 0.06 , (1.52), 3.39 , 1.29 , 9.05 , 7.06 , 5.35 , -   , -   
Depreciation, 0.76 , 0.86 , 0.88 , 0.92 , 1.19 , 1.20 , 3.91 , 4.24 , 4.69 , 4.60 , 5.51 , 5.51 , 5.51 
Interest, 1.10 , 1.90 , 1.54 , 1.58 , 1.59 , 1.09 , 3.25 , 3.35 , 3.02 , 1.49 , 0.92 , 0.92 , 0.92 
Profit before tax, (5.31), 1.65 , 6.21 , (4.23), 3.38 , 28.95 , 23.51 , 25.93 , 78.82 , 42.65 , 33.41 , 63.37 , 25.17 
Tax, (0.21), 0.13 , (0.16), (0.34), (0.41), 8.91 , 7.51 , 9.29 , 25.91 , 12.03 , 10.81 ,32%,32%
Net profit, (5.10), 1.52 , 6.37 , (3.89), 3.79 , 20.04 , 16.00 , 16.64 , 52.92 , 30.62 , 22.60 , 42.87 , 17.02 
EPS, (14.99), 4.47 , 18.72 , (7.85), 7.65 , 40.46 , 21.88 , 22.75 , 72.37 , 37.33 , 27.55 , 52.26 , 20.75 
Price to earning, (0.43), 4.44 , 0.91 , (2.82), 3.56 , 3.27 , 6.68 , 9.59 , 11.28 , 16.47 , 9.73 , 11.77 , 7.33 
Price, 6.48 , 19.84 , 16.97 , 22.11 , 27.25 , 132.44 , 146.21 , 218.23 , 816.18 , 614.67 , 268.20 , 615.00 , 152.04 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,6.60%,12.38%,16.00%,15.38%,4.84%,9.37%,,,
OPM,0.00%,0.00%,3.26%,0.00%,6.38%,22.62%,13.66%,17.17%,31.21%,15.77%,10.68%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,20.17%,17.68%,22.49%,9.77%,22.19%,22.19%,9.77%
,,,,,,OPM,15.70%,18.24%,20.23%,21.62%,10.68%,21.62%,10.68%
,,,,,,Price to Earning, 7.33 , 8.66 , 9.50 , 11.77 , 9.73 , 11.77 , 7.33 
