ANDHRA BANK,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 5,374.62 "," 6,372.87 "," 8,291.28 "," 11,338.73 "," 12,909.69 "," 14,297.32 "," 16,368.60 "," 17,634.68 "," 18,027.42 "," 17,974.54 "," 18,932.22 "," 18,932.22 "," 18,574.48 "
Expenses," 1,429.48 "," 1,621.66 "," 2,243.57 "," 2,701.23 "," 2,949.89 "," 4,246.62 "," 4,699.71 "," 5,737.69 "," 7,328.67 "," 13,972.36 "," 11,164.40 "," 9,543.90 "," 10,953.44 "
Operating Profit," 3,945.14 "," 4,751.21 "," 6,047.71 "," 8,637.50 "," 9,959.80 "," 10,050.70 "," 11,668.89 "," 11,896.99 "," 10,698.75 "," 4,002.18 "," 7,767.82 "," 9,388.32 "," 7,621.04 "
Other Income, 782.23 , 964.62 , 896.96 , 859.93 ," 1,047.42 "," 1,332.84 "," 1,499.84 "," 1,564.47 "," 2,308.31 "," 2,372.06 "," 2,045.04 ", -   , -   
Depreciation, 81.76 , 102.00 , 107.44 , 93.90 , 83.62 , 89.97 , 119.97 , 143.71 , 151.95 , 195.26 , -   , -   , -   
Interest," 3,747.71 "," 4,178.13 "," 5,070.31 "," 7,579.41 "," 9,152.67 "," 10,559.98 "," 11,830.57 "," 12,313.71 "," 12,495.77 "," 11,639.78 "," 12,223.99 "," 12,223.99 "," 12,223.99 "
Profit before tax, 897.90 ," 1,435.70 "," 1,766.92 "," 1,824.12 "," 1,770.93 ", 733.58 ," 1,218.20 "," 1,004.03 ", 359.33 ," (5,460.80)"," (2,411.13)"," (2,835.67)"," (4,602.95)"
Tax, 244.85 , 389.85 , 499.85 , 479.45 , 481.79 , 298.00 , 579.76 , 464.19 , 185.00 ," (2,048.28)", 375.00 ,0%,0%
Net profit, 653.05 ," 1,045.85 "," 1,267.07 "," 1,344.67 "," 1,289.13 ", 435.58 , 638.44 , 539.84 , 174.33 ," (3,412.53)"," (2,786.13)"," (2,835.67)"," (4,602.95)"
EPS, 13.46 , 21.56 , 22.64 , 24.03 , 23.04 , 7.39 , 10.59 , 7.93 , 2.56 , (28.47), (9.34), (9.50), (15.42)
Price to earning, 3.99 , 5.47 , 6.53 , 5.02 , 4.04 , 8.82 , 7.52 , 6.83 , 23.66 , (1.47), -   , 15.24 , -   
Price, 53.75 , 118.03 , 147.94 , 120.69 , 93.18 , 65.14 , 79.64 , 54.10 , 60.56 , 41.93 , 25.75 , (144.85), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,33.42%,23.19%,24.29%,22.89%,21.70%,14.89%,18.89%,6.31%,0.00%,0.00%,,,
OPM,73.40%,74.55%,72.94%,76.18%,77.15%,70.30%,71.29%,67.46%,59.35%,22.27%,41.03%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,14.36%,11.69%,6.84%,3.17%,5.33%,5.33%,3.17%
,,,,,,OPM,63.50%,61.64%,57.31%,49.59%,41.03%,49.59%,41.03%
,,,,,,Price to Earning, 7.99 , 9.32 , 11.71 , 15.24 , -   , 15.24 , -   
