ALLSEC TECHNOLOGIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 96.49 , 122.08 , 141.54 , 124.71 , 107.48 , 106.74 , 97.47 , 108.36 , 116.21 , 128.78 , 153.17 , 153.17 , 126.73 
Expenses, 108.04 , 128.94 , 138.26 , 133.04 , 103.62 , 95.82 , 94.97 , 95.63 , 97.01 , 105.68 , 123.10 , 123.10 , 118.40 
Operating Profit, (11.55), (6.86), 3.28 , (8.33), 3.86 , 10.92 , 2.50 , 12.73 , 19.20 , 23.10 , 30.07 , 30.07 , 8.33 
Other Income, 13.36 , 10.56 , 3.58 , 5.05 , 3.51 , 2.76 , 3.43 , 5.29 , 5.20 , 5.20 , (5.56), -   , -   
Depreciation, 8.45 , 10.14 , 10.33 , 10.79 , 10.14 , 7.48 , 6.67 , 5.03 , 3.36 , 3.28 , 4.08 , 4.08 , 4.08 
Interest, 0.38 , 0.37 , 0.47 , 0.63 , 0.56 , 0.77 , 0.56 , 0.54 , 0.67 , 0.24 , 0.29 , 0.29 , 0.29 
Profit before tax, (7.02), (6.81), (3.94), (14.70), (3.33), 5.43 , (1.30), 12.45 , 20.37 , 24.78 , 20.14 , 25.70 , 3.96 
Tax, 0.21 , -   , -   , -   , -   , -   , 0.44 , 2.97 , (2.17), (4.21), 10.64 ,53%,53%
Net profit, (7.23), (6.81), (3.94), (14.70), (3.33), 5.43 , (1.74), 9.48 , 22.54 , 28.99 , 9.50 , 12.12 , 1.87 
EPS, (4.74), (4.47), (2.59), (9.65), (2.19), 3.56 , (1.14), 6.22 , 14.79 , 19.02 , 6.23 , 7.95 , 1.23 
Price to earning, (6.03), (10.32), (10.25), (1.24), (23.33), 8.15 , (20.14), 21.79 , 25.79 , 18.36 , 51.33 , 51.33 , 25.08 
Price, 28.60 , 46.14 , 26.51 , 11.99 , 50.98 , 29.05 , 23.00 , 135.53 , 381.47 , 349.20 , 319.95 , 408.28 , 30.75 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26.28%,,,
OPM,0.00%,0.00%,2.32%,0.00%,3.59%,10.23%,2.56%,11.75%,16.52%,17.94%,19.63%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,3.26%,-1.34%,3.68%,9.73%,18.94%,18.94%,-1.34%
,,,,,,OPM,6.57%,9.16%,12.28%,15.57%,19.63%,19.63%,6.57%
,,,,,,Price to Earning, 25.08 , 25.08 , 25.08 , 29.31 , 51.33 , 51.33 , 25.08 
