ASIAN GRANITO INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 21.06 , 21.06 , 21.06 , 21.06 , 22.16 , 22.58 , 22.58 , 22.58 , 30.09 , 30.09 
Reserves, 168.70 , 185.27 , 202.92 , 218.52 , 239.91 , 257.76 , 271.81 , 301.21 , 317.79 , 347.79 
Borrowings, 109.52 , 137.12 , 145.33 , 194.32 , 251.83 , 228.08 , 175.23 , 175.65 , 154.23 , 157.83 
Other Liabilities, 58.96 , 88.62 , 78.02 , 104.48 , 134.50 , 176.72 , 180.03 , 204.53 , 280.70 , 324.63 
Total, 358.24 , 432.07 , 447.33 , 538.38 , 648.40 , 685.14 , 649.65 , 703.97 , 782.81 , 860.34 
,,,,,,,,,,
Net Block, 157.41 , 186.33 , 188.45 , 184.94 , 173.62 , 177.33 , 187.76 , 223.64 , 231.72 , 228.14 
Capital Work in Progress, -   , 0.06 , 0.90 , 0.07 , 2.75 , 7.16 , 14.96 , 1.06 , 0.87 , 0.87 
Investments, 0.05 , 0.05 , -   , 3.00 , 18.05 , 19.79 , 17.85 , 35.38 , 33.80 , 48.48 
Other Assets, 200.78 , 245.63 , 257.98 , 350.37 , 453.98 , 480.86 , 429.08 , 443.89 , 516.42 , 582.85 
Total, 358.24 , 432.07 , 447.33 , 538.38 , 648.40 , 685.14 , 649.65 , 703.97 , 782.81 , 860.34 
,,,,,,,,,,
Working Capital, 141.82 , 157.01 , 179.96 , 245.89 , 319.48 , 304.14 , 249.05 , 239.36 , 235.72 , 258.22 
Debtors, 51.33 , 64.46 , 85.64 , 129.56 , 169.88 , 185.98 , 158.59 , 177.27 , 251.76 , 319.58 
Inventory, 89.75 , 110.88 , 123.76 , 159.51 , 190.39 , 204.97 , 188.46 , 190.10 , 196.15 , 199.72 
,,,,,,,,,,
Debtor Days, 60.91 , 62.19 , 65.07 , 75.81 , 87.53 , 89.42 , 70.31 , 74.12 , 97.13 , 116.12 
Inventory Turnover, 3.43 , 3.41 , 3.88 , 3.91 , 3.72 , 3.70 , 4.37 , 4.59 , 4.82 , 5.03 
,,,,,,,,,,
Return on Equity,13%,9%,9%,8%,7%,5%,5%,6%,9%,9%
Return on Capital Emp,,11%,11%,12%,11%,9%,9%,10%,14%,14%
,,,,,,,,,,
