LINC PEN & PLASTICS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 181.12 , 215.70 , 243.95 , 264.12 , 298.99 , 304.61 , 307.94 , 331.26 , 344.48 , 326.62 , 364.06 , 364.06 , 333.11 
Expenses, 173.13 , 202.79 , 227.81 , 253.92 , 285.38 , 282.33 , 282.68 , 299.88 , 310.79 , 300.84 , 337.34 , 331.06 , 309.57 
Operating Profit, 7.99 , 12.91 , 16.14 , 10.20 , 13.61 , 22.28 , 25.26 , 31.38 , 33.69 , 25.78 , 26.72 , 33.00 , 23.55 
Other Income, 4.80 , 3.40 , 0.38 , 0.08 , 0.38 , (0.13), 0.29 , 0.74 , 0.37 , 1.16 , 2.13 , -   , -   
Depreciation, 3.09 , 3.07 , 3.62 , 4.30 , 4.47 , 5.05 , 5.86 , 5.96 , 7.93 , 9.60 , 10.22 , 10.22 , 10.22 
Interest, 2.86 , 1.70 , 2.08 , 3.78 , 2.48 , 2.37 , 1.48 , 1.53 , 2.17 , 4.85 , 6.13 , 6.13 , 6.13 
Profit before tax, 6.84 , 11.54 , 10.82 , 2.20 , 7.04 , 14.73 , 18.21 , 24.64 , 23.94 , 12.48 , 12.50 , 16.65 , 7.20 
Tax, 1.80 , 3.15 , 2.42 , 0.50 , 1.62 , 3.22 , 3.89 , 6.32 , 6.68 , 4.64 , 4.56 ,36%,36%
Net profit, 5.04 , 8.39 , 8.40 , 1.70 , 5.41 , 11.51 , 14.32 , 18.32 , 17.26 , 7.84 , 7.93 , 10.57 , 4.57 
EPS, 6.30 , 6.58 , 6.58 , 1.33 , 3.66 , 7.78 , 9.68 , 12.39 , 11.67 , 5.30 , 5.36 , 7.15 , 3.09 
Price to earning, 3.97 , 11.44 , 10.67 , 39.36 , 10.24 , 7.47 , 16.60 , 15.41 , 25.19 , 78.54 , 42.39 , 42.39 , 23.75 
Price, 24.99 , 75.25 , 70.23 , 52.33 , 37.46 , 58.15 , 160.75 , 190.89 , 294.00 , 416.45 , 227.30 , 303.09 , 73.40 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,23.81%,27.41%,27.38%,75.29%,41.04%,25.72%,25.84%,24.24%,25.72%,28.32%,,,
OPM,4.41%,5.99%,6.62%,3.86%,4.55%,7.31%,8.20%,9.47%,9.78%,7.89%,7.34%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.77%,4.26%,1.78%,1.98%,11.46%,11.46%,1.78%
,,,,,,OPM,7.07%,7.45%,8.57%,9.06%,7.34%,9.06%,7.07%
,,,,,,Price to Earning, 23.75 , 29.40 , 30.93 , 40.38 , 42.39 , 42.39 , 23.75 
