CONTROL PRINT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 7.85 , 8.24 , 8.67 , 8.67 , 9.07 , 9.07 , 9.85 , 15.67 , 15.67 , 16.33 
Reserves, 35.28 , 37.82 , 44.59 , 50.99 , 62.42 , 73.77 , 91.20 , 106.34 , 121.44 , 167.49 
Borrowings, 3.16 , 8.57 , 9.10 , 3.32 , 2.98 , 5.27 , 8.19 , 13.12 , 14.73 , -   
Other Liabilities, 8.60 , 10.52 , 11.98 , 13.61 , 21.85 , 26.82 , 30.03 , 26.27 , 54.21 , 53.16 
Total, 54.89 , 65.15 , 74.34 , 76.59 , 96.32 , 114.93 , 139.27 , 161.40 , 206.05 , 236.98 
,,,,,,,,,,
Net Block, 14.02 , 14.79 , 14.75 , 13.66 , 15.49 , 18.15 , 18.40 , 38.28 , 80.00 , 80.37 
Capital Work in Progress, -   , -   , 0.24 , -   , 1.21 , 4.43 , 15.54 , 4.86 , 0.16 , 2.94 
Investments, 9.40 , 8.71 , 10.31 , 15.97 , 20.77 , 18.55 , 15.78 , 13.13 , 17.51 , 21.68 
Other Assets, 31.47 , 41.65 , 49.04 , 46.96 , 58.85 , 73.80 , 89.55 , 105.13 , 108.38 , 131.99 
Total, 54.89 , 65.15 , 74.34 , 76.59 , 96.32 , 114.93 , 139.27 , 161.40 , 206.05 , 236.98 
,,,,,,,,,,
Working Capital, 22.87 , 31.13 , 37.06 , 33.35 , 37.00 , 46.98 , 59.52 , 78.86 , 54.17 , 78.83 
Debtors, 9.62 , 12.37 , 14.42 , 17.29 , 20.48 , 23.50 , 26.91 , 36.41 , 34.18 , 42.36 
Inventory, 15.80 , 23.41 , 27.40 , 26.14 , 32.19 , 46.15 , 56.09 , 62.36 , 54.07 , 65.50 
,,,,,,,,,,
Debtor Days, 92.70 , 98.00 , 90.06 , 94.84 , 93.65 , 94.20 , 86.98 , 98.79 , 84.39 , 88.89 
Inventory Turnover, 2.40 , 1.97 , 2.13 , 2.55 , 2.48 , 1.97 , 2.01 , 2.16 , 2.73 , 2.66 
,,,,,,,,,,
Return on Equity,1%,4%,11%,14%,17%,17%,19%,22%,14%,17%
Return on Capital Emp,,6%,15%,20%,22%,25%,28%,29%,19%,24%
,,,,,,,,,,
