BPL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 48.51 , 48.51 , 48.51 , 48.67 , 48.89 , 48.89 , 48.89 , 48.89 , 48.89 , 48.89 
Reserves, 19.17 , 19.49 , 97.80 , 159.39 , 148.69 , 21.37 , 29.16 , 20.71 , 108.60 , 115.97 
Borrowings, 300.64 , 275.09 , 131.47 , 25.00 , -   , -   , -   , 6.52 , 23.98 , 6.28 
Other Liabilities, 271.28 , 258.02 , 224.36 , 214.58 , 206.67 , 198.13 , 187.57 , 225.26 , 196.12 , 204.12 
Total, 639.60 , 601.11 , 502.14 , 447.64 , 404.25 , 268.39 , 265.62 , 301.38 , 377.59 , 375.26 
,,,,,,,,,,
Net Block, 137.06 , 113.29 , 71.77 , 26.38 , 20.37 , 14.62 , 11.87 , 11.61 , 9.86 , 7.94 
Capital Work in Progress, 18.71 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 137.00 , 137.00 , 137.00 , 115.40 , 115.40 , 136.45 , 21.05 , 21.05 , 55.87 , 55.87 
Other Assets, 346.83 , 350.82 , 293.37 , 305.86 , 268.48 , 117.32 , 232.70 , 268.72 , 311.86 , 311.45 
Total, 639.60 , 601.11 , 502.14 , 447.64 , 404.25 , 268.39 , 265.62 , 301.38 , 377.59 , 375.26 
,,,,,,,,,,
Working Capital, 75.55 , 92.80 , 69.01 , 91.28 , 61.81 , (80.81), 45.13 , 43.46 , 115.74 , 107.33 
Debtors, 11.96 , 15.79 , 17.75 , 12.95 , 18.39 , 3.45 , 115.60 , 115.96 , 11.47 , 9.45 
Inventory, 10.46 , 9.82 , 8.43 , 9.43 , 8.07 , 1.83 , 2.13 , 4.74 , 19.56 , 14.08 
,,,,,,,,,,
Debtor Days, 57.32 , 70.67 , 72.69 , 62.60 , 71.43 , 27.95 ," 1,766.18 "," 1,053.66 ", 44.58 , 27.75 
Inventory Turnover, 7.28 , 8.30 , 10.57 , 8.01 , 11.64 , 24.62 , 11.22 , 8.47 , 4.80 , 8.83 
,,,,,,,,,,
Return on Equity,-20%,0%,53%,29%,-5%,-181%,10%,-12%,34%,4%
Return on Capital Emp,,4%,29%,22%,15%,3%,11%,20%,44%,14%
,,,,,,,,,,
