GROB TEA CO LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 1.16 , 1.16 , 1.16 , 1.16 , 1.16 , 1.16 , 1.16 , 1.16 , 1.16 , 1.16 
Reserves, (3.61), 3.00 , 10.35 , 15.48 , 23.72 , 27.27 , 30.49 , 35.93 , 38.15 , 40.40 
Borrowings, 12.53 , 8.03 , 3.63 , 3.51 , 6.94 , 2.39 , 14.07 , 7.50 , 2.73 , 4.46 
Other Liabilities, 6.20 , 9.15 , 8.88 , 8.70 , 9.42 , 9.25 , 11.38 , 13.24 , 13.00 , 14.85 
Total, 16.28 , 21.34 , 24.02 , 28.85 , 41.24 , 40.07 , 57.10 , 57.83 , 55.04 , 60.87 
,,,,,,,,,,
Net Block, 11.91 , 12.92 , 15.10 , 18.50 , 33.71 , 33.24 , 44.61 , 41.62 , 40.33 , 37.25 
Capital Work in Progress, -   , -   , 0.76 , 1.57 , -   , -   , -   , -   , 1.60 , 3.17 
Investments, 0.23 , 0.18 , 0.21 , 0.22 , 0.22 , 0.22 , 0.22 , 2.24 , 0.97 , 7.07 
Other Assets, 4.14 , 8.24 , 7.95 , 8.56 , 7.31 , 6.61 , 12.27 , 13.97 , 12.14 , 13.38 
Total, 16.28 , 21.34 , 24.02 , 28.85 , 41.24 , 40.07 , 57.10 , 57.83 , 55.04 , 60.87 
,,,,,,,,,,
Working Capital, (2.06), (0.91), (0.93), (0.14), (2.11), (2.64), 0.89 , 0.73 , (0.86), (1.47)
Debtors, 0.47 , 0.74 , 0.73 , 0.70 , 0.92 , 0.29 , 0.75 , 0.78 , 0.69 , 1.43 
Inventory, 2.56 , 4.10 , 4.33 , 4.13 , 3.18 , 3.75 , 5.80 , 8.59 , 6.89 , 5.56 
,,,,,,,,,,
Debtor Days, 5.02 , 6.53 , 5.19 , 5.07 , 5.72 , 1.76 , 4.49 , 3.69 , 3.39 , 6.78 
Inventory Turnover, 13.35 , 10.09 , 11.85 , 12.21 , 18.47 , 16.03 , 10.52 , 8.98 , 10.79 , 13.84 
,,,,,,,,,,
Return on Equity,,158%,66%,32%,34%,13%,3%,13%,4%,4%
Return on Capital Emp,,82%,70%,43%,39%,17%,6%,16%,6%,7%
,,,,,,,,,,
