COMMERCIAL ENGINEERS & BODY BUILDERS COMPANY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 6.13 , 42.90 , 54.94 , 54.94 , 54.94 , 54.94 , 54.94 , 54.94 , 54.94 , 54.94 
Reserves, 45.85 , 28.27 , 162.35 , 203.15 , 219.09 , 151.23 , 48.68 , (56.08), (94.25), (131.11)
Borrowings, 7.18 , 54.77 , 46.12 , 110.97 , 162.89 , 135.70 , 139.75 , 147.63 , 162.70 , 172.18 
Other Liabilities, 49.33 , 70.13 , 63.71 , 98.32 , 190.74 , 85.51 , 86.61 , 89.02 , 101.74 , 112.52 
Total, 108.49 , 196.07 , 327.12 , 467.38 , 627.66 , 427.38 , 329.98 , 235.51 , 225.13 , 208.53 
,,,,,,,,,,
Net Block, 25.16 , 25.01 , 42.65 , 177.49 , 311.71 , 289.30 , 214.96 , 158.52 , 144.68 , 134.53 
Capital Work in Progress, 7.35 , 19.96 , 30.82 , 53.94 , 9.47 , 14.26 , 13.82 , 2.00 , 1.99 , 1.98 
Investments, 0.67 , 0.63 , 38.36 , 0.69 , 0.60 , -   , -   , -   , -   , -   
Other Assets, 75.31 , 150.47 , 215.29 , 235.26 , 305.88 , 123.82 , 101.20 , 74.99 , 78.46 , 72.02 
Total, 108.49 , 196.07 , 327.12 , 467.38 , 627.66 , 427.38 , 329.98 , 235.51 , 225.13 , 208.53 
,,,,,,,,,,
Working Capital, 25.98 , 80.34 , 151.58 , 136.94 , 115.14 , 38.31 , 14.59 , (14.03), (23.28), (40.50)
Debtors, 14.96 , 58.25 , 30.64 , 103.75 , 146.74 , 23.52 , 16.04 , 12.34 , 15.70 , 6.85 
Inventory, 28.94 , 53.43 , 69.16 , 49.70 , 67.01 , 37.62 , 16.57 , 9.80 , 6.97 , 9.27 
,,,,,,,,,,
Debtor Days, 48.89 , 117.45 , 52.08 , 81.44 , 106.73 , 62.07 , 49.76 , 41.90 , 54.40 , 25.73 
Inventory Turnover, 3.86 , 3.39 , 3.10 , 9.36 , 7.49 , 3.68 , 7.10 , 10.97 , 15.11 , 10.48 
,,,,,,,,,,
Return on Equity,3%,29%,3%,16%,7%,-34%,-99%,,,
Return on Capital Emp,,41%,8%,21%,12%,-12%,-35%,-41%,-6%,-8%
,,,,,,,,,,
