HIL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 618.85 , 703.69 , 724.53 , 857.81 ," 1,036.51 ", 869.47 ," 1,107.79 "," 1,096.27 "," 1,119.13 "," 1,278.61 "," 1,464.97 "," 1,464.97 "," 1,341.42 "
Expenses, 529.05 , 552.36 , 636.38 , 750.21 , 914.08 , 825.81 , 993.66 , 996.09 ," 1,022.05 "," 1,131.59 "," 1,275.62 "," 1,275.62 "," 1,218.33 "
Operating Profit, 89.80 , 151.33 , 88.15 , 107.60 , 122.43 , 43.66 , 114.13 , 100.18 , 97.08 , 147.02 , 189.35 , 189.35 , 123.10 
Other Income, 3.03 , 6.21 , 9.57 , 8.39 , 6.25 , 5.17 , 17.62 , 8.77 , 22.55 , 23.64 , 29.89 , -   , -   
Depreciation, 13.98 , 15.55 , 17.95 , 21.17 , 26.71 , 28.72 , 34.02 , 39.74 , 40.95 , 46.90 , 42.07 , 42.07 , 42.07 
Interest, 9.42 , 6.25 , 5.63 , 7.46 , 10.61 , 10.23 , 5.77 , 9.17 , 5.18 , 3.87 , 13.46 , 13.46 , 13.46 
Profit before tax, 69.43 , 135.74 , 74.14 , 87.36 , 91.35 , 9.89 , 91.96 , 60.05 , 73.51 , 119.91 , 163.71 , 133.82 , 67.57 
Tax, 25.34 , 46.02 , 23.54 , 26.81 , 30.72 , 2.76 , 25.09 , 20.38 , 18.89 , 39.16 , 57.64 ,35%,35%
Net profit, 44.09 , 89.72 , 50.60 , 60.55 , 60.64 , 7.13 , 66.86 , 39.66 , 54.62 , 80.75 , 106.07 , 86.70 , 43.78 
EPS, 58.87 , 119.79 , 67.56 , 81.14 , 81.26 , 9.55 , 89.59 , 53.15 , 73.19 , 108.21 , 141.97 , 116.05 , 58.59 
Price to earning, 2.53 , 5.23 , 5.72 , 4.24 , 4.73 , 31.71 , 7.22 , 10.33 , 11.35 , 18.12 , 14.13 , 14.13 , 10.48 
Price, 149.13 , 626.03 , 386.46 , 344.42 , 383.97 , 302.93 , 646.86 , 549.20 , 830.92 ," 1,960.72 "," 2,006.35 "," 1,640.03 ", 614.24 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,16.99%,13.35%,23.68%,22.89%,24.70%,52.59%,22.41%,33.06%,27.43%,20.87%,,,
OPM,14.51%,21.51%,12.17%,12.54%,11.81%,5.02%,10.30%,9.14%,8.67%,11.50%,12.93%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.40%,8.45%,4.29%,4.90%,14.58%,14.58%,4.29%
,,,,,,OPM,11.28%,9.94%,9.18%,9.85%,12.93%,12.93%,9.18%
,,,,,,Price to Earning, 10.48 , 12.73 , 15.48 , 13.48 , 14.13 , 14.13 , 10.48 
