KHAITAN (INDIA) LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 19.30 , 17.71 , 23.40 , 25.95 , 25.44 , 29.71 , 26.65 , 9.12 , 15.74 , 79.08 , 110.27 , 397.31 , 97.79 
Expenses, 18.17 , 15.77 , 23.40 , 22.27 , 22.90 , 26.28 , 26.29 , 10.98 , 13.35 , 76.96 , 105.53 , 380.07 , 93.58 
Operating Profit, 1.13 , 1.94 , -   , 3.68 , 2.54 , 3.43 , 0.36 , (1.86), 2.39 , 2.12 , 4.74 , 17.24 , 4.20 
Other Income, 1.13 , 0.19 , 0.32 , 1.30 , 2.19 , 0.42 , 0.78 , 0.66 , 4.04 , 3.82 , 3.57 , -   , -   
Depreciation, 0.65 , 1.59 , 1.41 , 1.39 , 1.47 , 1.41 , 1.77 , 1.76 , 2.14 , 2.07 , 1.88 , 1.88 , 1.88 
Interest, 3.81 , 4.04 , 4.72 , 5.63 , 5.14 , 4.28 , 4.85 , 4.61 , 1.78 , 2.21 , 3.85 , 3.85 , 3.85 
Profit before tax, (2.20), (3.50), (5.81), (2.04), (1.88), (1.84), (5.49), (7.56), 2.51 , 1.66 , 2.58 , 11.51 , (1.53)
Tax, (1.98), (0.01), -   , -   , -   , -   , 0.10 , -   , -   , -   , -   ,0%,0%
Net profit, (0.22), (3.49), (5.81), (2.03), (1.88), (1.84), (5.59), (7.56), 2.51 , 1.66 , 2.58 , 11.51 , (1.53)
EPS, (0.46), (7.35), (12.23), (4.27), (3.96), (3.87), (11.77), (15.92), 5.28 , 3.49 , 5.43 , 24.24 , (3.22)
Price to earning, (28.08), (3.50), (2.44), (4.78), (5.63), (5.31), (0.56), (0.61), 3.40 , 13.18 , 5.61 , 7.40 , 5.61 
Price, 13.01 , 25.75 , 29.90 , 20.42 , 22.30 , 20.56 , 6.64 , 9.64 , 17.95 , 46.08 , 30.50 , 179.35 , (18.05)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,5.85%,10.95%,0.00%,14.18%,9.98%,11.54%,1.35%,0.00%,15.18%,2.68%,4.30%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,16.97%,19.00%,25.46%,43.70%,402.41%,402.41%,16.97%
,,,,,,OPM,6.46%,6.86%,5.18%,4.34%,4.30%,4.34%,4.30%
,,,,,,Price to Earning, 7.40 , 7.40 , 7.40 , 7.40 , 5.61 , 7.40 , 5.61 
