JK TYRE & INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 4,786.45 "," 3,537.60 "," 4,669.55 "," 5,444.61 "," 5,372.19 "," 5,887.55 "," 6,060.75 "," 5,825.54 "," 5,979.12 "," 6,453.35 "," 7,613.35 "," 7,613.35 "," 6,614.31 "
Expenses," 4,493.20 "," 3,132.03 "," 4,379.18 "," 5,239.89 "," 4,884.83 "," 5,233.34 "," 5,309.22 "," 4,827.88 "," 5,235.97 "," 5,966.47 "," 6,882.72 "," 6,684.43 "," 5,979.56 "
Operating Profit, 293.25 , 405.57 , 290.37 , 204.72 , 487.36 , 654.21 , 751.53 , 997.66 , 743.15 , 486.88 , 730.63 , 928.92 , 634.76 
Other Income, 23.43 , 18.62 , (9.52), 79.92 , (17.87), (58.39), 5.52 , 11.53 , 167.71 , 26.22 , 78.69 , -   , -   
Depreciation, 113.35 , 85.95 , 91.10 , 101.41 , 112.65 , 152.47 , 139.14 , 172.30 , 183.58 , 175.13 , 188.36 , 188.36 , 188.36 
Interest, 161.42 , 92.56 , 98.08 , 170.43 , 206.53 , 248.30 , 240.80 , 236.09 , 267.58 , 274.12 , 316.28 , 316.28 , 316.28 
Profit before tax, 41.91 , 245.68 , 91.67 , 12.80 , 150.31 , 195.05 , 377.11 , 600.80 , 459.70 , 63.85 , 304.68 , 424.28 , 130.12 
Tax, 22.86 , 82.21 , 30.35 , 1.80 , 44.77 , 60.37 , 123.81 , 176.31 , 127.57 , 20.76 , 100.28 ,33%,33%
Net profit, 19.05 , 163.47 , 61.32 , 11.00 , 105.54 , 134.68 , 253.30 , 424.49 , 332.13 , 43.09 , 204.40 , 284.63 , 87.29 
EPS, 0.93 , 7.96 , 2.99 , 0.54 , 5.14 , 6.56 , 11.17 , 18.72 , 14.64 , 1.90 , 8.30 , 11.56 , 3.55 
Price to earning, 9.51 , 5.00 , 6.73 , 31.47 , 4.03 , 5.91 , 10.76 , 4.52 , 9.98 , 84.21 , 10.05 , 27.19 , 10.05 
Price, 8.83 , 39.80 , 20.10 , 16.86 , 20.74 , 38.79 , 120.15 , 84.52 , 146.15 , 159.98 , 83.40 , 314.29 , 35.62 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,58.22%,8.79%,20.09%,93.36%,13.62%,15.24%,13.43%,13.36%,17.07%,78.95%,,,
OPM,6.13%,11.46%,6.22%,3.76%,9.07%,11.11%,12.40%,17.13%,12.43%,7.54%,9.60%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,3.38%,4.73%,3.74%,2.11%,17.98%,17.98%,2.11%
,,,,,,OPM,9.84%,10.54%,12.03%,12.20%,9.60%,12.20%,9.60%
,,,,,,Price to Earning, 16.56 , 20.12 , 20.90 , 27.19 , 10.05 , 27.19 , 10.05 
