DYNACONS SYSTEMS & SOLUTIONS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 29.69 , 5.92 , 5.92 , 5.92 , 5.92 , 5.92 , 5.92 , 5.92 , 6.38 , 6.91 
Reserves, 5.04 , 7.41 , 8.17 , 9.21 , 9.72 , 10.30 , 10.03 , 10.95 , 12.65 , 15.10 
Borrowings, 8.54 , 7.44 , 8.82 , 7.39 , 9.48 , 13.89 , 12.94 , 20.87 , 20.10 , 35.47 
Other Liabilities, 3.25 , 5.99 , 3.25 , 5.35 , 4.86 , 4.39 , 4.82 , 11.99 , 13.86 , 11.94 
Total, 46.52 , 26.76 , 26.16 , 27.87 , 29.98 , 34.50 , 33.71 , 49.73 , 52.99 , 69.42 
,,,,,,,,,,
Net Block, 12.16 , 10.19 , 10.28 , 10.40 , 4.35 , 4.66 , 3.02 , 3.46 , 3.03 , 2.85 
Capital Work in Progress, 9.02 , 0.50 , -   , 0.34 , 0.25 , 0.17 , -   , -   , -   , -   
Investments, 5.08 , 1.51 , 1.51 , 1.51 , 1.51 , 1.51 , 0.01 , 0.01 , 0.06 , 0.06 
Other Assets, 20.26 , 14.56 , 14.37 , 15.62 , 23.87 , 28.16 , 30.68 , 46.26 , 49.90 , 66.51 
Total, 46.52 , 26.76 , 26.16 , 27.87 , 29.98 , 34.50 , 33.71 , 49.73 , 52.99 , 69.42 
,,,,,,,,,,
Working Capital, 17.01 , 8.57 , 11.12 , 10.27 , 19.01 , 23.77 , 25.86 , 34.27 , 36.04 , 54.57 
Debtors, 10.24 , 8.84 , 6.33 , 7.28 , 12.37 , 14.79 , 15.52 , 30.35 , 28.49 , 39.54 
Inventory, 5.95 , 2.11 , 5.12 , 5.90 , 5.32 , 5.45 , 7.44 , 6.62 , 9.19 , 13.81 
,,,,,,,,,,
Debtor Days, 96.90 , 84.78 , 54.58 , 51.16 , 77.14 , 69.82 , 53.99 , 89.21 , 65.69 , 68.50 
Inventory Turnover, 6.48 , 18.04 , 8.27 , 8.80 , 11.00 , 14.19 , 14.10 , 18.76 , 17.22 , 15.26 
,,,,,,,,,,
Return on Equity,1%,5%,5%,7%,3%,4%,4%,5%,7%,9%
Return on Capital Emp,,5%,11%,12%,8%,9%,11%,12%,12%,14%
,,,,,,,,,,
