JK LAKSHMI CEMENT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 61.19 , 61.19 , 61.19 , 61.19 , 58.85 , 58.85 , 58.85 , 58.85 , 58.85 , 58.85 
Reserves, 770.06 , 959.51 , 985.14 ," 1,114.00 "," 1,200.95 "," 1,244.37 "," 1,271.85 "," 1,245.24 "," 1,322.84 "," 1,394.36 "
Borrowings, 702.67 , 921.73 , 996.99 ," 1,069.63 "," 1,336.95 "," 1,631.28 "," 1,899.21 "," 1,914.65 "," 2,170.56 "," 2,020.43 "
Other Liabilities, 373.10 , 467.69 , 432.95 , 568.69 , 576.62 , 668.91 ," 1,020.05 "," 1,207.64 "," 1,348.89 "," 1,405.03 "
Total," 1,907.02 "," 2,410.12 "," 2,476.27 "," 2,813.51 "," 3,173.37 "," 3,603.41 "," 4,249.96 "," 4,426.38 "," 4,901.14 "," 4,878.67 "
,,,,,,,,,,
Net Block," 1,013.09 "," 1,062.99 "," 1,381.04 "," 1,329.33 "," 1,434.61 "," 1,571.54 "," 2,582.50 "," 2,728.81 "," 2,826.34 "," 2,793.52 "
Capital Work in Progress, 97.04 , 181.95 , 40.90 , 294.05 , 688.06 , 908.36 , 361.46 , 283.09 , 205.08 , 228.08 
Investments, 88.91 , 480.53 , 527.76 , 453.75 , 406.46 , 447.73 , 422.80 , 437.61 , 809.19 , 794.13 
Other Assets, 707.98 , 684.65 , 526.57 , 736.38 , 644.24 , 675.78 , 883.20 , 976.87 ," 1,060.53 "," 1,062.94 "
Total," 1,907.02 "," 2,410.12 "," 2,476.27 "," 2,813.51 "," 3,173.37 "," 3,603.41 "," 4,249.96 "," 4,426.38 "," 4,901.14 "," 4,878.67 "
,,,,,,,,,,
Working Capital, 334.88 , 216.96 , 93.62 , 167.69 , 67.62 , 6.87 , (136.85), (230.77), (288.36), (342.09)
Debtors, 23.32 , 28.98 , 27.95 , 38.24 , 50.11 , 0.81 , 70.49 , 96.49 , 89.50 , 96.94 
Inventory, 66.02 , 74.77 , 119.92 , 120.09 , 114.84 , 157.14 , 223.47 , 240.55 , 277.64 , 317.03 
,,,,,,,,,,
Debtor Days, 6.95 , 7.10 , 7.72 , 8.12 , 8.90 , 0.14 , 11.15 , 13.44 , 11.22 , 10.37 
Inventory Turnover, 18.55 , 19.93 , 11.03 , 14.31 , 17.89 , 13.09 , 10.32 , 10.89 , 10.48 , 10.76 
,,,,,,,,,,
Return on Equity,21%,24%,6%,9%,14%,7%,7%,-1%,6%,6%
Return on Capital Emp,,22%,7%,10%,13%,7%,7%,5%,8%,9%
,,,,,,,,,,
