IRB INFRASTRUCTURE DEVELOPERS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 0.09 , 0.10 , 267.59 ," 1,249.81 "," 2,032.41 "," 2,212.24 "," 1,955.71 "," 2,767.54 "," 3,412.54 "," 2,898.94 "," 3,119.38 "," 3,305.35 "," 3,128.55 "
Expenses, 10.66 , 14.72 , 222.75 ," 1,110.49 "," 1,817.64 "," 1,983.29 "," 1,754.45 "," 2,531.62 "," 3,038.29 "," 2,579.03 "," 2,756.88 "," 2,921.24 "," 2,808.05 "
Operating Profit, (10.57), (14.62), 44.84 , 139.32 , 214.77 , 228.95 , 201.26 , 235.92 , 374.25 , 319.91 , 362.50 , 384.11 , 320.50 
Other Income, 71.47 , 76.59 , 85.39 , 146.14 , 213.47 , 296.33 , 243.60 , 393.32 , 223.41 , 426.48 , 326.61 , -   , -   
Depreciation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Interest, 2.99 , 7.01 , 27.93 , 77.25 , 197.78 , 213.52 , 271.12 , 280.39 , 305.73 , 230.52 , 216.85 , 216.85 , 216.85 
Profit before tax, 57.91 , 54.96 , 102.30 , 208.21 , 230.48 , 311.76 , 173.73 , 348.84 , 291.93 , 515.86 , 472.26 , 167.26 , 103.65 
Tax, 0.56 , (0.88), 12.14 , 42.28 , 43.14 , 23.55 , 35.40 , 56.80 , 88.69 , 71.76 , 98.84 ,21%,21%
Net profit, 57.35 , 55.84 , 90.16 , 165.93 , 187.34 , 288.21 , 138.33 , 292.04 , 203.24 , 444.10 , 373.40 , 132.26 , 81.95 
EPS, 1.73 , 1.68 , 2.71 , 4.99 , 5.64 , 8.67 , 3.94 , 8.31 , 5.78 , 12.64 , 10.62 , 3.76 , 2.33 
Price to earning, 56.86 , 165.16 , 76.40 , 37.09 , 20.68 , 13.16 , 62.18 , 26.68 , 42.27 , 20.40 , 12.53 , 25.47 , 12.53 
Price, 98.12 , 277.48 , 207.24 , 185.15 , 116.57 , 114.16 , 244.74 , 221.68 , 244.47 , 257.79 , 133.15 , 95.85 , 29.22 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,86.92%,89.27%,55.29%,36.05%,70.96%,46.13%,101.63%,48.14%,86.46%,39.57%,,,
OPM,0.00%,0.00%,16.76%,11.15%,10.57%,10.35%,10.29%,8.52%,10.97%,11.04%,11.62%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,216.88%,40.55%,7.36%,14.02%,7.60%,14.02%,7.36%
,,,,,,OPM,10.47%,10.37%,10.27%,10.24%,11.62%,11.62%,10.24%
,,,,,,Price to Earning, 48.49 , 29.37 , 29.54 , 25.47 , 12.53 , 25.47 , 12.53 
