KANSAI NEROLAC PAINTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,338.93 "," 1,664.50 "," 2,078.84 "," 2,537.63 "," 2,790.13 "," 3,090.72 "," 3,467.44 "," 3,738.53 "," 3,999.07 "," 4,586.57 "," 5,173.62 "," 5,260.38 "," 5,092.16 "
Expenses," 1,182.24 "," 1,402.53 "," 1,801.32 "," 2,200.33 "," 2,454.03 "," 2,728.63 "," 3,022.62 "," 3,158.55 "," 3,268.38 "," 3,796.80 "," 4,431.62 "," 4,363.84 "," 4,361.84 "
Operating Profit, 156.69 , 261.97 , 277.52 , 337.30 , 336.10 , 362.09 , 444.82 , 579.98 , 730.69 , 789.77 , 742.00 , 896.54 , 730.32 
Other Income, 22.20 , 20.38 , 61.11 , 24.27 , 131.24 , 10.33 , 21.79 , 562.69 , 98.22 , 72.42 , 61.88 , -   , -   
Depreciation, 37.61 , 44.26 , 49.36 , 56.35 , 47.11 , 64.98 , 67.69 , 67.72 , 69.49 , 75.79 , 90.47 , 90.47 , 90.47 
Interest, 1.84 , 1.20 , 0.14 , 0.09 , 0.02 , 0.45 , 0.02 , -   , -   , -   , -   , -   , -   
Profit before tax, 140.19 , 238.61 , 289.13 , 305.13 , 420.21 , 306.99 , 398.90 ," 1,074.95 ", 759.42 , 786.40 , 713.41 , 806.07 , 639.85 
Tax, 41.60 , 73.11 , 83.15 , 89.24 , 128.03 , 100.42 , 127.23 , 176.10 , 253.48 , 270.00 , 246.06 ,34%,34%
Net profit, 98.59 , 165.50 , 205.98 , 215.89 , 292.18 , 206.57 , 271.67 , 898.85 , 505.94 , 516.40 , 467.35 , 528.05 , 419.16 
EPS, 3.33 , 5.58 , 3.82 , 4.01 , 5.42 , 3.83 , 5.04 , 16.68 , 9.39 , 9.58 , 8.67 , 9.80 , 7.78 
Price to earning, 7.04 , 11.90 , 22.32 , 23.03 , 21.94 , 30.24 , 44.41 , 17.31 , 40.91 , 51.45 , 51.64 , 51.64 , 29.29 
Price, 23.42 , 66.44 , 85.30 , 92.25 , 118.97 , 115.89 , 223.89 , 288.64 , 384.04 , 493.04 , 447.85 , 506.02 , 227.81 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,32.80%,24.42%,26.16%,27.46%,20.29%,28.70%,27.77%,18.29%,31.95%,27.13%,,,
OPM,11.70%,15.74%,13.35%,13.29%,12.05%,11.72%,12.83%,15.51%,18.27%,17.22%,14.34%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,14.66%,11.97%,10.45%,9.77%,14.69%,14.69%,9.77%
,,,,,,OPM,14.60%,14.79%,15.40%,17.04%,14.34%,17.04%,14.34%
,,,,,,Price to Earning, 29.29 , 35.12 , 39.33 , 40.33 , 51.64 , 51.64 , 29.29 
