AIA ENGINEERING LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 921.57 , 803.44 , 985.33 ," 1,272.43 "," 1,585.70 "," 1,782.65 "," 2,093.82 "," 1,819.77 "," 2,065.76 "," 2,150.39 "," 2,837.59 "," 2,837.59 "," 2,175.72 "
Expenses, 720.63 , 624.97 , 789.83 ," 1,034.59 "," 1,323.99 "," 1,334.24 "," 1,583.25 "," 1,304.54 "," 1,506.17 "," 1,683.80 "," 2,267.01 "," 2,112.95 "," 1,738.23 "
Operating Profit, 200.94 , 178.47 , 195.50 , 237.84 , 261.71 , 448.41 , 510.57 , 515.23 , 559.59 , 466.59 , 570.58 , 724.64 , 437.49 
Other Income, 23.07 , 27.74 , 16.33 , 11.64 , 19.33 , 10.46 , 137.32 , 357.92 , 138.89 , 216.98 , 116.21 , -   , -   
Depreciation, 16.17 , 18.81 , 21.39 , 25.47 , 30.69 , 36.29 , 67.61 , 64.14 , 71.29 , 64.39 , 77.70 , 77.70 , 77.70 
Interest, 2.06 , 1.63 , 1.21 , 4.03 , 5.64 , 7.12 , 5.25 , 6.07 , 6.13 , 7.78 , 7.19 , 7.19 , 7.19 
Profit before tax, 205.82 , 186.30 , 189.25 , 219.99 , 245.04 , 415.82 , 575.25 , 803.72 , 621.06 , 611.40 , 601.90 , 639.75 , 352.60 
Tax, 72.36 , 63.74 , 59.50 , 69.08 , 75.94 , 130.78 , 160.67 , 188.09 , 203.75 , 141.49 , 187.09 ,31%,31%
Net profit, 133.46 , 122.56 , 129.75 , 150.91 , 169.10 , 285.04 , 414.57 , 615.63 , 417.31 , 469.91 , 414.82 , 440.90 , 243.00 
EPS, 14.20 , 12.99 , 13.76 , 16.00 , 17.93 , 30.22 , 43.95 , 65.27 , 44.24 , 49.82 , 43.99 , 46.75 , 25.77 
Price to earning, 11.28 , 30.89 , 26.46 , 22.41 , 17.38 , 19.02 , 26.90 , 14.99 , 34.74 , 28.59 , 40.77 , 40.77 , 24.86 
Price, 160.12 , 401.45 , 363.94 , 358.60 , 311.59 , 574.78 ," 1,182.31 ", 978.31 ," 1,537.05 "," 1,424.44 "," 1,793.25 "," 1,905.98 ", 640.53 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,17.61%,19.23%,21.80%,18.75%,22.31%,19.85%,18.20%,27.57%,18.08%,16.05%,,,
OPM,21.80%,22.21%,19.84%,18.69%,16.50%,25.15%,24.38%,28.31%,27.09%,21.70%,20.11%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,9.87%,11.79%,6.28%,0.89%,31.96%,31.96%,0.89%
,,,,,,OPM,23.09%,23.49%,25.22%,25.54%,20.11%,25.54%,20.11%
,,,,,,Price to Earning, 24.86 , 25.60 , 27.50 , 29.77 , 40.77 , 40.77 , 24.86 
