DYNAMATIC TECHNOLOGIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 295.69 , 297.35 , 358.90 , 452.05 , 423.65 , 427.97 , 456.26 , 430.41 , 505.03 , 562.53 , 580.49 , 626.58 , 596.40 
Expenses, 255.00 , 246.60 , 293.86 , 392.55 , 352.76 , 352.60 , 391.33 , 354.46 , 407.03 , 470.01 , 452.69 , 488.63 , 498.13 
Operating Profit, 40.69 , 50.75 , 65.04 , 59.50 , 70.89 , 75.37 , 64.93 , 75.95 , 98.00 , 92.52 , 127.80 , 137.95 , 98.27 
Other Income, 5.40 , 3.17 , 1.16 , 7.42 , 3.08 , 14.73 , 49.10 , 3.97 , 12.74 , 6.09 , 7.93 , -   , -   
Depreciation, 17.21 , 18.57 , 20.41 , 25.11 , 26.29 , 28.16 , 28.50 , 29.11 , 28.16 , 28.75 , 19.19 , 19.19 , 19.19 
Interest, 17.70 , 21.43 , 24.05 , 39.48 , 46.25 , 61.63 , 55.75 , 53.24 , 62.42 , 64.33 , 67.00 , 67.00 , 67.00 
Profit before tax, 11.18 , 13.92 , 21.74 , 2.33 , 1.43 , 0.31 , 29.78 , (2.43), 20.16 , 5.53 , 49.54 , 51.76 , 12.08 
Tax, 6.31 , 3.10 , 6.90 , 0.68 , 1.13 , -   , 8.73 , (3.72), 4.84 , 1.74 , 18.19 ,37%,37%
Net profit, 4.87 , 10.82 , 14.84 , 1.65 , 0.30 , 0.31 , 21.05 , 1.29 , 15.32 , 3.79 , 31.35 , 32.75 , 7.64 
EPS, 8.99 , 19.98 , 27.41 , 3.05 , 0.55 , 0.56 , 33.19 , 2.03 , 24.16 , 5.98 , 49.44 , 51.65 , 12.05 
Price to earning, 57.95 , 57.25 , 47.42 , 252.21 ," 1,231.76 "," 1,511.25 ", 104.73 ," 1,022.81 ", 115.69 , 308.77 , 30.44 , 369.43 , 30.44 
Price, 521.16 ," 1,143.95 "," 1,299.73 ", 768.56 , 682.46 , 845.64 ," 3,476.31 "," 2,080.63 "," 2,794.81 "," 1,845.38 "," 1,505.00 "," 19,080.24 ", 366.88 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,44.35%,37.52%,36.46%,262.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,13.76%,17.07%,18.12%,13.16%,16.73%,17.61%,14.23%,17.65%,19.40%,16.45%,22.02%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,7.41%,6.63%,5.83%,7.23%,11.39%,11.39%,5.83%
,,,,,,OPM,16.48%,16.49%,17.08%,17.79%,22.02%,22.02%,16.48%
,,,,,,Price to Earning, 430.93 , 572.21 , 515.61 , 369.43 , 30.44 , 369.43 , 30.44 
